strain	replicon	data_type	ext	clust_type	clust_num	cluster_size	ind_clust_size	rep_type	taxon
NBC_01651	CP109257_linear_right	ONT	5	H	874	3	1	plasmid	['Streptomyces anulatus']
NBC_01652	CP109255_linear_left	Illumina	12	H	4	93	35	chromosome	['Streptomyces griseus']
NBC_01652	CP109255_linear_right	Illumina	12	H	4	93	35	chromosome	['Streptomyces griseus']
NBC_01652	CP109255_linear_left	ONT	5	H	4	93	35	chromosome	['Streptomyces griseus']
NBC_01652	CP109255_linear_right	ONT	6	H	4	93	35	chromosome	['Streptomyces griseus']
NBC_01653	CP109254_linear_left	Illumina	11	H	797	14	9	chromosome	['Streptomyces sp. NBC 01653']
NBC_01653	CP109254_linear_right	Illumina	11	H	797	14	9	chromosome	['Streptomyces sp. NBC 01653']
NBC_01653	CP109254_linear_left	ONT	0	H	797	14	9	chromosome	['Streptomyces sp. NBC 01653']
NBC_01653	CP109254_linear_right	ONT	0	H	797	14	9	chromosome	['Streptomyces sp. NBC 01653']
NBC_01654	CP109252_linear_left	Illumina	12	H	97	47	16	chromosome	['Streptomyces anulatus']
NBC_01654	CP109252_linear_right	Illumina	12	H	97	47	16	chromosome	['Streptomyces anulatus']
NBC_01654	CP109252_linear_left	ONT	5	H	97	47	16	chromosome	['Streptomyces anulatus']
NBC_01654	CP109252_linear_right	ONT	4	H	97	47	16	chromosome	['Streptomyces anulatus']
NBC_01654	CP109253_linear_left	Illumina	12	H	97	47	16	plasmid	['Streptomyces anulatus']
NBC_01654	CP109253_linear_right	Illumina	12	H	97	47	16	plasmid	['Streptomyces anulatus']
NBC_01654	CP109253_linear_left	ONT	4	H	97	47	16	plasmid	['Streptomyces anulatus']
NBC_01654	CP109253_linear_right	ONT	99	H	97	47	16	plasmid	['Streptomyces anulatus']
NBC_01657	CP109249_linear_left	Illumina	11	H	253	17	8	chromosome	['Streptomyces cellulosae']
NBC_01657	CP109249_linear_right	Illumina	11	H	253	17	8	chromosome	['Streptomyces cellulosae']
NBC_01657	CP109249_linear_left	ONT	42	H	253	17	8	chromosome	['Streptomyces cellulosae']
NBC_01657	CP109249_linear_right	ONT	42	H	253	17	8	chromosome	['Streptomyces cellulosae']
NBC_01657	CP109250_linear_left	Illumina	11	H	253	17	8	plasmid	['Streptomyces cellulosae']
NBC_01657	CP109250_linear_right	Illumina	11	H	253	17	8	plasmid	['Streptomyces cellulosae']
NBC_01657	CP109250_linear_left	ONT	42	H	253	17	8	plasmid	['Streptomyces cellulosae']
NBC_01657	CP109250_linear_right	ONT	42	H	253	17	8	plasmid	['Streptomyces cellulosae']
NBC_01658	CP109245_linear_left	Illumina	0	H	35	17	7	chromosome	['Streptomyces albidoflavus']
NBC_01658	CP109245_linear_right	Illumina	0	H	35	17	7	chromosome	['Streptomyces albidoflavus']
NBC_01658	CP109245_linear_left	ONT	1	H	35	17	7	chromosome	['Streptomyces albidoflavus']
NBC_01658	CP109245_linear_right	ONT	2	H	35	17	7	chromosome	['Streptomyces albidoflavus']
NBC_01658	CP109246_linear_left	Illumina	0	S	868	5	1	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109246_linear_right	Illumina	12	H	2	327	116	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109246_linear_left	ONT	1	S	868	5	1	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109246_linear_right	ONT	10	H	2	327	116	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109248_linear_left	Illumina	12	S	871	2	2	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109248_linear_right	Illumina	12	H	2	327	116	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109248_linear_left	ONT	2	S	871	2	2	plasmid	['Streptomyces albidoflavus']
NBC_01658	CP109248_linear_right	ONT	10	H	2	327	116	plasmid	['Streptomyces albidoflavus']
NBC_01661	CP109243_linear_left	Illumina	13	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01661	CP109243_linear_right	Illumina	13	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01661	CP109243_linear_left	ONT	1308	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01661	CP109243_linear_right	ONT	28	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01661	CP109244_linear_left	Illumina	12	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01661	CP109244_linear_right	Illumina	12	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01661	CP109244_linear_left	ONT	8	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01661	CP109244_linear_right	ONT	1378	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01662	CP109242_linear_left	Illumina	120	S	867	1	1	chromosome	['Streptomyces anthocyanicus']
NBC_01662	CP109242_linear_right	Illumina	14	H	394	7	3	chromosome	['Streptomyces anthocyanicus']
NBC_01662	CP109242_linear_left	ONT	2102	S	867	1	1	chromosome	['Streptomyces anthocyanicus']
NBC_01662	CP109242_linear_right	ONT	3383	H	394	7	3	chromosome	['Streptomyces anthocyanicus']
NBC_01664	CP109238_linear_left	Illumina	18	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01664	CP109238_linear_right	Illumina	16	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01664	CP109238_linear_left	ONT	47	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01664	CP109238_linear_right	ONT	13	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01664	CP109239_linear_left	Illumina	13	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01664	CP109239_linear_right	Illumina	14	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01664	CP109239_linear_left	ONT	455	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01664	CP109239_linear_right	ONT	6	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01665	CP109235_linear_left	Illumina	13	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01665	CP109235_linear_right	Illumina	13	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01665	CP109235_linear_left	ONT	15	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01665	CP109235_linear_right	ONT	2	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01665	CP109237_linear_left	Illumina	12	H	589	4	2	plasmid	['Streptomyces albidoflavus']
NBC_01665	CP109237_linear_right	Illumina	12	H	589	4	2	plasmid	['Streptomyces albidoflavus']
NBC_01665	CP109237_linear_left	ONT	6	H	589	4	2	plasmid	['Streptomyces albidoflavus']
NBC_01665	CP109237_linear_right	ONT	3	H	589	4	2	plasmid	['Streptomyces albidoflavus']
NBC_01666	CP109234_linear_left	Illumina	12	H	0	42	14	chromosome	['Streptomyces althioticus']
NBC_01666	CP109234_linear_right	Illumina	12	H	0	42	14	chromosome	['Streptomyces althioticus']
NBC_01666	CP109234_linear_left	ONT	4	H	0	42	14	chromosome	['Streptomyces althioticus']
NBC_01666	CP109234_linear_right	ONT	4	H	0	42	14	chromosome	['Streptomyces althioticus']
NBC_01667	CP109233_linear_left	Illumina	0	H	67	10	8	chromosome	['Streptomyces cellulosae']
NBC_01667	CP109233_linear_right	Illumina	0	S	860	2	2	chromosome	['Streptomyces cellulosae']
NBC_01667	CP109233_linear_left	ONT	2	H	67	10	8	chromosome	['Streptomyces cellulosae']
NBC_01667	CP109233_linear_right	ONT	2	S	860	2	2	chromosome	['Streptomyces cellulosae']
NBC_01668	CP109228_linear_left	Illumina	12	H	2	327	116	chromosome	['Streptomyces anthocyanicus']
NBC_01668	CP109228_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces anthocyanicus']
NBC_01668	CP109228_linear_left	ONT	802	H	2	327	116	chromosome	['Streptomyces anthocyanicus']
NBC_01668	CP109228_linear_right	ONT	38	H	2	327	116	chromosome	['Streptomyces anthocyanicus']
NBC_01668	CP109229_linear_left	Illumina	121	S	854	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109229_linear_right	Illumina	131	S	855	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109229_linear_left	ONT	0	S	854	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109229_linear_right	ONT	26170	S	855	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109230_linear_left	Illumina	118	S	856	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109230_linear_right	Illumina	0	H	100	46	22	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109230_linear_left	ONT	11246	S	856	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109230_linear_right	ONT	0	H	100	46	22	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109231_linear_left	Illumina	13	H	139	33	19	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109231_linear_right	Illumina	117	S	857	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109231_linear_left	ONT	0	H	139	33	19	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109231_linear_right	ONT	25127	S	857	1	1	plasmid	['Streptomyces anthocyanicus']
NBC_01668	CP109232_linear_left	Illumina	120	S	858	1	1	extrachromosomal	['Streptomyces anthocyanicus']
NBC_01668	CP109232_linear_right	Illumina	114	S	859	1	1	extrachromosomal	['Streptomyces anthocyanicus']
NBC_01668	CP109232_linear_left	ONT	26529	S	858	1	1	extrachromosomal	['Streptomyces anthocyanicus']
NBC_01668	CP109232_linear_right	ONT	29998	S	859	1	1	extrachromosomal	['Streptomyces anthocyanicus']
NBC_01671	CP109226_linear_left	Illumina	11	H	90	54	24	chromosome	['Streptomyces albidoflavus']
NBC_01671	CP109226_linear_right	Illumina	11	H	37	127	46	chromosome	['Streptomyces albidoflavus']
NBC_01671	CP109226_linear_left	ONT	10	H	90	54	24	chromosome	['Streptomyces albidoflavus']
NBC_01671	CP109226_linear_right	ONT	7	H	37	127	46	chromosome	['Streptomyces albidoflavus']
NBC_01671	CP109227_linear_left	Illumina	11	H	90	54	24	plasmid	['Streptomyces albidoflavus']
NBC_01671	CP109227_linear_right	Illumina	11	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01671	CP109227_linear_left	ONT	1	H	90	54	24	plasmid	['Streptomyces albidoflavus']
NBC_01671	CP109227_linear_right	ONT	7	H	37	127	46	plasmid	['Streptomyces albidoflavus']
NBC_01673	CP109224_linear_left	Illumina	15	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01673	CP109224_linear_right	Illumina	15	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01673	CP109224_linear_left	ONT	14	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01673	CP109224_linear_right	ONT	8	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01675	CP109594_linear_left	Illumina	16	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01675	CP109594_linear_right	Illumina	15	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01675	CP109594_linear_left	ONT	1	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01675	CP109594_linear_right	ONT	3	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01675	CP109595_linear_left	Illumina	28	S	1046	1	1	plasmid	['Streptomyces albidoflavus']
NBC_01675	CP109595_linear_right	Illumina	14	H	871	2	2	plasmid	['Streptomyces albidoflavus']
NBC_01675	CP109595_linear_left	ONT	0	S	1046	1	1	plasmid	['Streptomyces albidoflavus']
NBC_01675	CP109595_linear_right	ONT	11	H	871	2	2	plasmid	['Streptomyces albidoflavus']
NBC_01676	CP109222_linear_left	Illumina	12	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01676	CP109222_linear_right	Illumina	13	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01676	CP109222_linear_left	ONT	0	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01676	CP109222_linear_right	ONT	0	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01676	CP109223_linear_left	Illumina	12	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01676	CP109223_linear_right	Illumina	12	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01676	CP109223_linear_left	ONT	0	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01676	CP109223_linear_right	ONT	0	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01677	CP109220_linear_left	Illumina	12	H	100	46	22	chromosome	['Streptomyces cellulosae']
NBC_01677	CP109220_linear_right	Illumina	12	H	100	46	22	chromosome	['Streptomyces cellulosae']
NBC_01677	CP109220_linear_left	ONT	24	H	100	46	22	chromosome	['Streptomyces cellulosae']
NBC_01677	CP109220_linear_right	ONT	24	H	100	46	22	chromosome	['Streptomyces cellulosae']
NBC_01677	CP109221_linear_left	Illumina	12	H	100	46	22	plasmid	['Streptomyces cellulosae']
NBC_01677	CP109221_linear_right	Illumina	12	H	100	46	22	plasmid	['Streptomyces cellulosae']
NBC_01677	CP109221_linear_left	ONT	24	H	100	46	22	plasmid	['Streptomyces cellulosae']
NBC_01677	CP109221_linear_right	ONT	0	H	100	46	22	plasmid	['Streptomyces cellulosae']
NBC_01678	CP109453_linear_left	Illumina	11	H	875	7	2	chromosome	['Streptomyces cellulosae']
NBC_01678	CP109453_linear_right	Illumina	11	H	875	7	2	chromosome	['Streptomyces cellulosae']
NBC_01678	CP109453_linear_left	ONT	403	H	875	7	2	chromosome	['Streptomyces cellulosae']
NBC_01678	CP109453_linear_right	ONT	403	H	875	7	2	chromosome	['Streptomyces cellulosae']
NBC_01678	CP109454_linear_left	Illumina	11	H	875	7	2	plasmid	['Streptomyces cellulosae']
NBC_01678	CP109454_linear_right	Illumina	11	H	875	7	2	plasmid	['Streptomyces cellulosae']
NBC_01678	CP109454_linear_left	ONT	403	H	875	7	2	plasmid	['Streptomyces cellulosae']
NBC_01678	CP109454_linear_right	ONT	403	H	875	7	2	plasmid	['Streptomyces cellulosae']
NBC_01679	CP109215_linear_left	Illumina	0	S	850	2	1	chromosome	['Streptomyces althioticus']
NBC_01679	CP109215_linear_right	Illumina	0	H	850	2	1	chromosome	['Streptomyces althioticus']
NBC_01679	CP109215_linear_left	ONT	0	S	850	2	1	chromosome	['Streptomyces althioticus']
NBC_01679	CP109215_linear_right	ONT	0	H	850	2	1	chromosome	['Streptomyces althioticus']
NBC_01679	CP109216_linear_right	Illumina	119	S	851	1	1	plasmid	['Streptomyces althioticus']
NBC_01679	CP109216_linear_right	ONT	0	S	851	1	1	plasmid	['Streptomyces althioticus']
NBC_01679	CP109218_linear_left	Illumina	13	H	66	23	10	plasmid	['Streptomyces althioticus']
NBC_01679	CP109218_linear_right	Illumina	15	H	2	327	116	plasmid	['Streptomyces althioticus']
NBC_01679	CP109218_linear_left	ONT	3	H	66	23	10	plasmid	['Streptomyces althioticus']
NBC_01679	CP109218_linear_right	ONT	280	H	2	327	116	plasmid	['Streptomyces althioticus']
NBC_01679	CP109219_linear_left	Illumina	15	H	1	13	2	plasmid	['Streptomyces althioticus']
NBC_01679	CP109219_linear_right	Illumina	12	H	1	13	2	plasmid	['Streptomyces althioticus']
NBC_01679	CP109219_linear_left	ONT	57	H	1	13	2	plasmid	['Streptomyces althioticus']
NBC_01679	CP109219_linear_right	ONT	280	H	1	13	2	plasmid	['Streptomyces althioticus']
NBC_01680	CP109212_linear_left	Illumina	0	H	748	9	3	chromosome	['Streptomyces cellulosae']
NBC_01680	CP109212_linear_right	Illumina	0	H	748	9	3	chromosome	['Streptomyces cellulosae']
NBC_01680	CP109212_linear_left	ONT	1	H	748	9	3	chromosome	['Streptomyces cellulosae']
NBC_01680	CP109212_linear_right	ONT	1	H	748	9	3	chromosome	['Streptomyces cellulosae']
NBC_01683	CP109211_linear_left	Illumina	14	H	510	44	11	chromosome	['Streptomyces microflavus']
NBC_01683	CP109211_linear_right	Illumina	14	H	510	44	11	chromosome	['Streptomyces microflavus']
NBC_01683	CP109211_linear_left	ONT	38	H	510	44	11	chromosome	['Streptomyces microflavus']
NBC_01683	CP109211_linear_right	ONT	99	H	510	44	11	chromosome	['Streptomyces microflavus']
NBC_01684	CP109210_linear_left	Illumina	14	H	2	327	116	chromosome	['Streptomyces microflavus']
NBC_01684	CP109210_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces microflavus']
NBC_01684	CP109210_linear_left	ONT	6	H	2	327	116	chromosome	['Streptomyces microflavus']
NBC_01684	CP109210_linear_right	ONT	2	H	2	327	116	chromosome	['Streptomyces microflavus']
NBC_01685	CP109209_linear_left	Illumina	0	S	845	4	2	chromosome	['Streptomyces sp. NBC 01685']
NBC_01685	CP109209_linear_right	Illumina	13	H	845	4	2	chromosome	['Streptomyces sp. NBC 01685']
NBC_01685	CP109209_linear_left	ONT	0	S	845	4	2	chromosome	['Streptomyces sp. NBC 01685']
NBC_01685	CP109209_linear_right	ONT	0	H	845	4	2	chromosome	['Streptomyces sp. NBC 01685']
NBC_01686	CP109207_linear_left	Illumina	11	H	2	327	116	chromosome	['Streptomyces althioticus']
NBC_01686	CP109207_linear_right	Illumina	11	H	2	327	116	chromosome	['Streptomyces althioticus']
NBC_01686	CP109207_linear_left	ONT	4	H	2	327	116	chromosome	['Streptomyces althioticus']
NBC_01686	CP109207_linear_right	ONT	4	H	2	327	116	chromosome	['Streptomyces althioticus']
NBC_01686	CP109208_linear_left	Illumina	14	H	49	34	14	plasmid	['Streptomyces althioticus']
NBC_01686	CP109208_linear_right	Illumina	14	H	49	34	14	plasmid	['Streptomyces althioticus']
NBC_01686	CP109208_linear_left	ONT	52	H	49	34	14	plasmid	['Streptomyces althioticus']
NBC_01686	CP109208_linear_right	ONT	14	H	49	34	14	plasmid	['Streptomyces althioticus']
NBC_01687	CP109205_linear_left	Illumina	13	H	2	327	116	chromosome	['Streptomyces anthocyanicus']
NBC_01687	CP109205_linear_right	Illumina	13	H	3	17	9	chromosome	['Streptomyces anthocyanicus']
NBC_01687	CP109205_linear_left	ONT	3	H	2	327	116	chromosome	['Streptomyces anthocyanicus']
NBC_01687	CP109205_linear_right	ONT	6	H	3	17	9	chromosome	['Streptomyces anthocyanicus']
NBC_01687	CP109206_linear_left	Illumina	13	H	3	17	9	plasmid	['Streptomyces anthocyanicus']
NBC_01687	CP109206_linear_right	Illumina	13	H	2	327	116	plasmid	['Streptomyces anthocyanicus']
NBC_01687	CP109206_linear_left	ONT	6	H	3	17	9	plasmid	['Streptomyces anthocyanicus']
NBC_01687	CP109206_linear_right	ONT	3	H	2	327	116	plasmid	['Streptomyces anthocyanicus']
NBC_01689	CP109592_linear_left	Illumina	13	H	12	26	12	chromosome	['Streptomyces sp. NBC 01689']
NBC_01689	CP109592_linear_right	Illumina	13	H	12	26	12	chromosome	['Streptomyces sp. NBC 01689']
NBC_01689	CP109592_linear_left	ONT	0	H	12	26	12	chromosome	['Streptomyces sp. NBC 01689']
NBC_01689	CP109592_linear_right	ONT	0	H	12	26	12	chromosome	['Streptomyces sp. NBC 01689']
NBC_01692	CP109203_linear_left	Illumina	14	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01692	CP109203_linear_right	Illumina	13	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01692	CP109203_linear_left	ONT	20	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01692	CP109203_linear_right	ONT	27	H	407	71	21	chromosome	['Streptomyces albidoflavus']
NBC_01692	CP109204_linear_left	Illumina	15	H	407	71	21	extrachromosomal	['Streptomyces albidoflavus']
NBC_01692	CP109204_linear_right	Illumina	17	H	407	71	21	extrachromosomal	['Streptomyces albidoflavus']
NBC_01692	CP109204_linear_left	ONT	0	H	407	71	21	extrachromosomal	['Streptomyces albidoflavus']
NBC_01692	CP109204_linear_right	ONT	6	H	407	71	21	extrachromosomal	['Streptomyces albidoflavus']
NBC_01693	CP109202_linear_left	Illumina	14	H	2	327	116	chromosome	['Streptomyces sp. NBC 01693']
NBC_01693	CP109202_linear_right	Illumina	14	H	2	327	116	chromosome	['Streptomyces sp. NBC 01693']
NBC_01693	CP109202_linear_left	ONT	3646	H	2	327	116	chromosome	['Streptomyces sp. NBC 01693']
NBC_01693	CP109202_linear_right	ONT	3662	H	2	327	116	chromosome	['Streptomyces sp. NBC 01693']
NBC_01694	CP109201_linear_left	Illumina	21	H	813	4	2	chromosome	['Streptomyces glauciniger']
NBC_01694	CP109201_linear_right	Illumina	20	H	813	4	2	chromosome	['Streptomyces glauciniger']
NBC_01694	CP109201_linear_left	ONT	0	H	813	4	2	chromosome	['Streptomyces glauciniger']
NBC_01694	CP109201_linear_right	ONT	1	H	813	4	2	chromosome	['Streptomyces glauciniger']
NBC_01696	CP109200_linear_left	Illumina	91	S	844	2	1	chromosome	['Streptomyces sp. NBC 01696']
NBC_01696	CP109200_linear_right	Illumina	91	H	844	2	1	chromosome	['Streptomyces sp. NBC 01696']
NBC_01696	CP109200_linear_left	ONT	61	S	844	2	1	chromosome	['Streptomyces sp. NBC 01696']
NBC_01696	CP109200_linear_right	ONT	99	H	844	2	1	chromosome	['Streptomyces sp. NBC 01696']
NBC_01701	CP109197_linear_left	Illumina	13	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01701	CP109197_linear_right	Illumina	13	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01701	CP109197_linear_left	ONT	0	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01701	CP109197_linear_right	ONT	1	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01701	CP109198_linear_left	Illumina	13	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01701	CP109198_linear_right	Illumina	13	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01701	CP109198_linear_left	ONT	0	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01701	CP109198_linear_right	ONT	1	H	18	86	40	plasmid	['Streptomyces cellulosae']
NBC_01703	CP109194_linear_left	Illumina	13	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01703	CP109194_linear_right	Illumina	13	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01703	CP109194_linear_left	ONT	1792	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01703	CP109194_linear_right	ONT	1792	H	161	76	30	chromosome	['Streptomyces cellulosae']
NBC_01703	CP109195_linear_left	Illumina	13	H	161	76	30	plasmid	['Streptomyces cellulosae']
NBC_01703	CP109195_linear_right	Illumina	13	H	161	76	30	plasmid	['Streptomyces cellulosae']
NBC_01703	CP109195_linear_left	ONT	1792	H	161	76	30	plasmid	['Streptomyces cellulosae']
NBC_01703	CP109195_linear_right	ONT	1792	H	161	76	30	plasmid	['Streptomyces cellulosae']
NBC_01706	CP109193_linear_left	Illumina	13	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01706	CP109193_linear_right	Illumina	13	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01706	CP109193_linear_left	ONT	74	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01706	CP109193_linear_right	ONT	76	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01707	CP109190_linear_left	Illumina	23	H	336	10	6	chromosome	['Streptomyces sp. NBC 01707']
NBC_01707	CP109190_linear_right	Illumina	15	H	25	50	26	chromosome	['Streptomyces sp. NBC 01707']
NBC_01707	CP109190_linear_left	ONT	14	H	336	10	6	chromosome	['Streptomyces sp. NBC 01707']
NBC_01707	CP109190_linear_right	ONT	1464	H	25	50	26	chromosome	['Streptomyces sp. NBC 01707']
NBC_01707	CP109191_linear_left	Illumina	15	H	25	50	26	plasmid	['Streptomyces sp. NBC 01707']
NBC_01707	CP109191_linear_right	Illumina	14	H	25	50	26	plasmid	['Streptomyces sp. NBC 01707']
NBC_01707	CP109191_linear_left	ONT	9224	H	25	50	26	plasmid	['Streptomyces sp. NBC 01707']
NBC_01707	CP109191_linear_right	ONT	9278	H	25	50	26	plasmid	['Streptomyces sp. NBC 01707']
NBC_01707	CP109192_linear_left	Illumina	119	S	841	1	1	extrachromosomal	['Streptomyces sp. NBC 01707']
NBC_01707	CP109192_linear_right	Illumina	13	H	25	50	26	extrachromosomal	['Streptomyces sp. NBC 01707']
NBC_01707	CP109192_linear_left	ONT	18147	S	841	1	1	extrachromosomal	['Streptomyces sp. NBC 01707']
NBC_01707	CP109192_linear_right	ONT	0	H	25	50	26	extrachromosomal	['Streptomyces sp. NBC 01707']
NBC_01708	CP109188_linear_left	Illumina	11	H	2	327	116	chromosome	['Streptomyces sp. NBC 01708']
NBC_01708	CP109188_linear_right	Illumina	120	S	840	1	1	chromosome	['Streptomyces sp. NBC 01708']
NBC_01708	CP109188_linear_left	ONT	1517	H	2	327	116	chromosome	['Streptomyces sp. NBC 01708']
NBC_01708	CP109188_linear_right	ONT	5006	S	840	1	1	chromosome	['Streptomyces sp. NBC 01708']
NBC_01708	CP109189_linear_left	Illumina	11	H	2	327	116	plasmid	['Streptomyces sp. NBC 01708']
NBC_01708	CP109189_linear_right	Illumina	11	H	4	93	35	plasmid	['Streptomyces sp. NBC 01708']
NBC_01708	CP109189_linear_left	ONT	1487	H	2	327	116	plasmid	['Streptomyces sp. NBC 01708']
NBC_01708	CP109189_linear_right	ONT	5	H	4	93	35	plasmid	['Streptomyces sp. NBC 01708']
NBC_01711	CP109184_linear_left	Illumina	13	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01711	CP109184_linear_right	Illumina	13	H	436	5	3	chromosome	['Streptomyces cellulosae']
NBC_01711	CP109184_linear_left	ONT	0	H	18	86	40	chromosome	['Streptomyces cellulosae']
NBC_01711	CP109184_linear_right	ONT	0	H	436	5	3	chromosome	['Streptomyces cellulosae']
NBC_01711	CP109185_linear_left	Illumina	13	H	161	76	30	plasmid	['Streptomyces cellulosae']
NBC_01711	CP109185_linear_right	Illumina	13	H	436	5	3	plasmid	['Streptomyces cellulosae']
NBC_01711	CP109185_linear_left	ONT	0	H	161	76	30	plasmid	['Streptomyces cellulosae']
NBC_01711	CP109185_linear_right	ONT	0	H	436	5	3	plasmid	['Streptomyces cellulosae']
NBC_01714	CP109183_linear_left	Illumina	12	H	100	46	22	chromosome	['Streptomyces mirabilis']
NBC_01714	CP109183_linear_right	Illumina	12	H	100	46	22	chromosome	['Streptomyces mirabilis']
NBC_01714	CP109183_linear_left	ONT	4	H	100	46	22	chromosome	['Streptomyces mirabilis']
NBC_01714	CP109183_linear_right	ONT	4	H	100	46	22	chromosome	['Streptomyces mirabilis']
NBC_01715	CP109182_linear_left	Illumina	15	H	11	52	23	chromosome	['Streptomyces sp. NBC 01715']
NBC_01715	CP109182_linear_right	Illumina	15	H	11	52	23	chromosome	['Streptomyces sp. NBC 01715']
NBC_01715	CP109182_linear_left	ONT	9	H	11	52	23	chromosome	['Streptomyces sp. NBC 01715']
NBC_01715	CP109182_linear_right	ONT	9	H	11	52	23	chromosome	['Streptomyces sp. NBC 01715']
NBC_01716	CP109181_linear_left	Illumina	0	S	835	2	1	chromosome	['Streptomyces sp. NBC 01716']
NBC_01716	CP109181_linear_right	Illumina	12	H	835	2	1	chromosome	['Streptomyces sp. NBC 01716']
NBC_01716	CP109181_linear_left	ONT	3	S	835	2	1	chromosome	['Streptomyces sp. NBC 01716']
NBC_01716	CP109181_linear_right	ONT	3	H	835	2	1	chromosome	['Streptomyces sp. NBC 01716']
NBC_01717	CP109178_linear_left	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 01717']
NBC_01717	CP109178_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 01717']
