strain.x	replicon	clust_type.x	clust_num	cluster_size	ind_clust_size.x	ONT_ext	strain.y	clust_type.y	ind_clust_size.y	Ill_ext	rep_type
NBC_01525	CP109397_linear_left	H	124	39	6	767	NBC_01525	H	6	-15	chromosome
NBC_01525	CP109397_linear_right	H	124	39	6	1883	NBC_01525	H	6	-15	chromosome
NBC_01525	CP109398_linear_left	H	124	39	6	1	NBC_01525	H	6	-12	plasmid
NBC_01525	CP109398_linear_right	H	124	39	6	18	NBC_01525	H	6	-11	plasmid
NBC_01525	CP109399_linear_left	H	124	39	6	12	NBC_01525	H	6	-12	plasmid
NBC_01525	CP109399_linear_right	H	124	39	6	2	NBC_01525	H	6	-12	plasmid
NBC_01527	CP109395_linear_left	H	2	327	116	4097	NBC_01527	H	116	-11	chromosome
NBC_01527	CP109395_linear_right	H	2	327	116	4097	NBC_01527	H	116	-11	chromosome
NBC_01527	CP109396_linear_left	H	336	10	6	0	NBC_01527	H	6	-11	plasmid
NBC_01527	CP109396_linear_right	H	797	14	9	1	NBC_01527	H	9	-11	plasmid
NBC_01530	CP109394_linear_left	S	950	1	1	0	NBC_01530	S	1	-0	chromosome
NBC_01530	CP109394_linear_right	S	951	1	1	0	NBC_01530	S	1	-0	chromosome
NBC_01536	CP109393_linear_left	H	2	327	116	4	NBC_01536	H	116	-12	chromosome
NBC_01536	CP109393_linear_right	H	2	327	116	5	NBC_01536	H	116	-11	chromosome
NBC_01537	CP109392_linear_left	H	215	17	9	0	NBC_01537	H	9	-12	chromosome
NBC_01537	CP109392_linear_right	H	215	17	9	0	NBC_01537	H	9	-12	chromosome
NBC_01538	CP109391_linear_left	H	125	8	4	2	NBC_01538	H	4	-6	chromosome
NBC_01538	CP109391_linear_right	H	125	8	4	2	NBC_01538	H	4	-6	chromosome
NBC_01542	CP109389_linear_left	H	2	327	116	27	NBC_01542	H	116	-12	chromosome
NBC_01542	CP109389_linear_right	H	2	327	116	2	NBC_01542	H	116	-12	chromosome
NBC_01543	CP109387_linear_left	H	97	47	16	5	NBC_01543	H	16	-16	chromosome
NBC_01543	CP109387_linear_right	H	97	47	16	3	NBC_01543	H	16	-16	chromosome
NBC_01543	CP109388_linear_left	H	97	47	16	5	NBC_01543	H	16	-16	plasmid
NBC_01543	CP109388_linear_right	S	948	2	1	0	NBC_01543	S	1	-0	plasmid
NBC_01544	CP109384_linear_left	H	2	327	116	10	NBC_01544	H	116	-12	chromosome
NBC_01544	CP109384_linear_right	H	2	327	116	3	NBC_01544	H	116	-11	chromosome
NBC_01544	CP109385_linear_left	H	26	6	3	11	NBC_01544	H	3	-14	plasmid
NBC_01544	CP109385_linear_right	H	26	6	3	11	NBC_01544	H	3	-14	plasmid
NBC_01545	CP109381_linear_left	S	943	1	1	1564	NBC_01545	S	1	-0	chromosome
NBC_01545	CP109381_linear_right	H	161	76	30	0	NBC_01545	H	30	-13	chromosome
NBC_01545	CP109382_linear_left	H	18	86	40	2238	NBC_01545	H	40	-14	plasmid
NBC_01545	CP109382_linear_right	H	18	86	40	2240	NBC_01545	H	40	-14	plasmid
NBC_01546	CP109379_linear_left	H	209	27	13	0	NBC_01546	H	13	-9	chromosome
NBC_01546	CP109379_linear_right	H	209	27	13	0	NBC_01546	H	13	-0	chromosome
NBC_01546	CP109380_linear_left	S	941	3	1	0	NBC_01546	S	1	-10	plasmid
NBC_01546	CP109380_linear_right	S	942	2	1	0	NBC_01546	S	1	-0	plasmid
NBC_01547	CP109377_linear_left	H	110	11	7	2	NBC_01547	H	7	-0	chromosome
NBC_01547	CP109377_linear_right	H	110	11	7	2	NBC_01547	H	7	-0	chromosome
NBC_01547	CP109378_linear_left	H	725	3	3	1546	NBC_01547	H	3	-0	plasmid
NBC_01547	CP109378_linear_right	S	940	4	1	0	NBC_01547	S	1	-0	plasmid
NBC_01550	CP109376_linear_left	H	25	50	26	1	NBC_01550	H	26	-12	chromosome
NBC_01550	CP109376_linear_right	S	939	1	1	3336	NBC_01550	S	1	-119	chromosome
NBC_01552	CP109375_linear_left	H	4	93	35	6	NBC_01552	H	35	-0	chromosome
NBC_01552	CP109375_linear_right	H	4	93	35	1	NBC_01552	H	35	-0	chromosome
NBC_01553	CP109370_linear_left	S	932	1	1	0	NBC_01553	S	1	-0	chromosome
NBC_01553	CP109370_linear_right	S	933	1	1	0	NBC_01553	S	1	-115	chromosome
NBC_01553	CP109371_linear_left	H	37	127	46	6	NBC_01553	H	46	-12	plasmid
NBC_01553	CP109371_linear_right	H	37	127	46	0	NBC_01553	H	46	-14	plasmid
NBC_01553	CP109372_linear_left	S	934	2	1	0	NBC_01553	S	1	-16	plasmid
NBC_01553	CP109372_linear_right	H	934	2	1	225	NBC_01553	H	1	-23	plasmid
NBC_01553	CP109373_linear_left	S	935	1	1	827	NBC_01553	S	1	-105	extrachromosomal
NBC_01553	CP109373_linear_right	S	936	1	1	0	NBC_01553	S	1	-95	extrachromosomal
NBC_01556	CP109368_linear_left	H	97	47	16	2	NBC_01556	H	16	-12	chromosome
NBC_01556	CP109368_linear_right	H	97	47	16	2	NBC_01556	H	16	-12	chromosome
NBC_01562	CP109356_linear_left	H	2	327	116	7	NBC_01562	H	116	-11	chromosome
NBC_01562	CP109356_linear_right	H	2	327	116	7	NBC_01562	H	116	-11	chromosome
NBC_01562	CP109357_linear_left	S	921	1	1	3227	NBC_01562	S	1	-112	plasmid
NBC_01562	CP109357_linear_right	H	2	327	116	5	NBC_01562	H	116	-13	plasmid
NBC_01562	CP109358_linear_left	H	100	46	22	0	NBC_01562	H	22	-0	plasmid
NBC_01562	CP109358_linear_right	S	922	1	1	0	NBC_01562	S	1	-120	plasmid
NBC_01562	CP109359_linear_left	H	37	127	46	1	NBC_01562	H	46	-11	plasmid
NBC_01562	CP109359_linear_right	H	37	127	46	1	NBC_01562	H	46	-1	plasmid
NBC_01562	CP109360_linear_left	H	37	127	46	7	NBC_01562	H	46	-1	plasmid
NBC_01562	CP109360_linear_right	H	37	127	46	3	NBC_01562	H	46	-1	plasmid
NBC_01562	CP109361_linear_left	S	923	1	1	0	NBC_01562	S	1	-118	plasmid
NBC_01562	CP109361_linear_right	S	924	1	1	284	NBC_01562	S	1	-111	plasmid
NBC_01562	CP109362_linear_left	S	925	1	1	7495	NBC_01562	S	1	-114	extrachromosomal
NBC_01562	CP109362_linear_right	S	926	1	1	0	NBC_01562	S	1	-0	extrachromosomal
NBC_01562	CP109363_linear_left	S	927	1	1	10591	NBC_01562	S	1	-118	plasmid
NBC_01562	CP109363_linear_right	S	928	1	1	0	NBC_01562	S	1	-0	plasmid
NBC_01563	CP109354_linear_left	H	161	76	30	4254	NBC_01563	H	30	-14	chromosome
NBC_01563	CP109354_linear_right	H	161	76	30	1629	NBC_01563	H	30	-15	chromosome
NBC_01563	CP109355_linear_left	H	161	76	30	0	NBC_01563	H	30	-10	plasmid
NBC_01563	CP109355_linear_right	H	161	76	30	0	NBC_01563	H	30	-15	plasmid
NBC_01564	CP109352_linear_left	H	124	39	6	27	NBC_01564	H	6	-0	chromosome
NBC_01564	CP109352_linear_right	H	124	39	6	29	NBC_01564	H	6	-0	chromosome
NBC_01568	CP109349_linear_left	H	105	13	7	0	NBC_01568	H	7	-13	chromosome
NBC_01568	CP109349_linear_right	H	105	13	7	0	NBC_01568	H	7	-13	chromosome
NBC_01568	CP109350_linear_left	S	916	2	1	2	NBC_01568	S	1	-33	plasmid
NBC_01568	CP109350_linear_right	H	916	2	1	5	NBC_01568	H	1	-29	plasmid
NBC_01576	CP109347_linear_left	H	97	47	16	6	NBC_01576	H	16	-13	chromosome
NBC_01576	CP109347_linear_right	H	97	47	16	10	NBC_01576	H	16	-13	chromosome
NBC_01576	CP109348_linear_left	H	97	47	16	0	NBC_01576	H	16	-16	plasmid
NBC_01576	CP109348_linear_right	H	97	47	16	0	NBC_01576	H	16	-18	plasmid
NBC_01578	CP109346_linear_left	H	155	12	2	0	NBC_01578	H	2	-17	chromosome
NBC_01578	CP109346_linear_right	H	155	12	2	0	NBC_01578	H	2	-17	chromosome
NBC_01579	CP109344_linear_left	H	797	14	9	0	NBC_01579	H	9	-15	chromosome
NBC_01579	CP109344_linear_right	H	797	14	9	0	NBC_01579	H	9	-15	chromosome
NBC_01579	CP109345_linear_left	H	455	19	12	2	NBC_01579	H	12	-12	plasmid
NBC_01579	CP109345_linear_right	H	2	327	116	0	NBC_01579	H	116	-14	plasmid
NBC_01581	CP109343_linear_left	H	2	327	116	8	NBC_01581	H	116	-12	chromosome
NBC_01581	CP109343_linear_right	H	2	327	116	7	NBC_01581	H	116	-12	chromosome
NBC_01582	CP109341_linear_left	H	97	47	16	4	NBC_01582	H	16	-15	chromosome
NBC_01582	CP109341_linear_right	H	97	47	16	0	NBC_01582	H	16	-13	chromosome
NBC_01582	CP109342_linear_left	H	107	5	2	0	NBC_01582	H	2	-17	plasmid
NBC_01582	CP109342_linear_right	H	107	5	2	9	NBC_01582	H	2	-15	plasmid
NBC_01584	CP109339_linear_left	S	913	1	1	1910	NBC_01584	S	1	-118	chromosome
NBC_01584	CP109339_linear_right	H	2	327	116	88	NBC_01584	H	116	-17	chromosome
NBC_01586	CP109334_linear_left	S	912	6	2	72	NBC_01586	S	2	-16	chromosome
NBC_01586	CP109334_linear_right	H	912	6	2	754	NBC_01586	H	2	-16	chromosome
NBC_01589	CP109333_linear_left	H	362	6	2	0	NBC_01589	H	2	-12	chromosome
NBC_01589	CP109333_linear_right	H	362	6	2	0	NBC_01589	H	2	-12	chromosome
NBC_01590	CP109330_linear_left	H	224	36	12	0	NBC_01590	H	12	-12	chromosome
NBC_01590	CP109330_linear_right	S	908	1	1	0	NBC_01590	S	1	-0	chromosome
NBC_01590	CP109331_linear_left	S	909	1	1	0	NBC_01590	S	1	-115	plasmid
NBC_01590	CP109331_linear_right	H	161	76	30	1	NBC_01590	H	30	-14	plasmid
NBC_01592	CP109323_linear_left	H	224	36	12	55	NBC_01592	H	12	-14	chromosome
NBC_01592	CP109323_linear_right	H	224	36	12	34	NBC_01592	H	12	-14	chromosome
NBC_01592	CP109324_linear_left	H	729	14	5	4249	NBC_01592	H	5	-16	plasmid
NBC_01592	CP109324_linear_right	S	906	1	1	37621	NBC_01592	S	1	-115	plasmid
NBC_01592	CP109325_linear_left	S	907	1	1	48148	NBC_01592	S	1	-119	plasmid
NBC_01592	CP109325_linear_right	H	224	36	12	0	NBC_01592	H	12	-14	plasmid
NBC_01592	CP109326_linear_left	H	224	36	12	0	NBC_01592	H	12	-12	extrachromosomal
NBC_01592	CP109326_linear_right	H	224	36	12	1195	NBC_01592	H	12	-13	extrachromosomal
NBC_01594	CP109322_linear_left	H	416	6	3	0	NBC_01594	H	3	-14	chromosome
NBC_01594	CP109322_linear_right	H	416	6	3	0	NBC_01594	H	3	-14	chromosome
NBC_01595	CP109320_linear_left	H	510	44	11	2	NBC_01595	H	11	-11	chromosome
NBC_01595	CP109320_linear_right	H	510	44	11	1	NBC_01595	H	11	-11	chromosome
NBC_01595	CP109321_linear_left	S	904	1	1	0	NBC_01595	S	1	-118	plasmid
NBC_01595	CP109321_linear_right	S	905	1	1	0	NBC_01595	S	1	-0	plasmid
NBC_01597	CP109319_linear_left	S	902	1	1	0	NBC_01597	S	1	-0	chromosome
NBC_01597	CP109319_linear_right	S	903	1	1	0	NBC_01597	S	1	-0	chromosome
NBC_01598	CP109317_linear_left	H	97	47	16	1	NBC_01598	H	16	-12	chromosome
NBC_01598	CP109317_linear_right	H	97	47	16	1	NBC_01598	H	16	-12	chromosome
NBC_01598	CP109318_linear_left	H	97	47	16	1	NBC_01598	H	16	-12	plasmid
NBC_01598	CP109318_linear_right	H	97	47	16	1	NBC_01598	H	16	-12	plasmid
NBC_01601	CP109314_linear_left	H	2	327	116	2	NBC_01601	H	116	-12	chromosome
NBC_01601	CP109314_linear_right	H	2	327	116	2	NBC_01601	H	116	-11	chromosome
NBC_01601	CP109315_linear_left	H	766	4	2	1	NBC_01601	H	2	-13	plasmid
NBC_01601	CP109315_linear_right	H	766	4	2	30	NBC_01601	H	2	-13	plasmid
NBC_01602	CP109313_linear_left	H	336	10	6	0	NBC_01602	H	6	-13	chromosome
NBC_01602	CP109313_linear_right	H	336	10	6	0	NBC_01602	H	6	-13	chromosome
NBC_01604	CP109312_linear_left	H	111	12	6	5	NBC_01604	H	6	-17	chromosome
NBC_01604	CP109312_linear_right	H	111	12	6	5	NBC_01604	H	6	-17	chromosome
NBC_01606	CP109309_linear_left	H	4	93	35	10	NBC_01606	H	35	-11	chromosome
NBC_01606	CP109309_linear_right	H	4	93	35	24	NBC_01606	H	35	-11	chromosome
NBC_01606	CP109310_linear_left	H	4	93	35	56	NBC_01606	H	35	-12	plasmid
NBC_01606	CP109310_linear_right	H	4	93	35	0	NBC_01606	H	35	-12	plasmid
NBC_01606	CP109311_linear_left	H	37	127	46	25	NBC_01606	H	46	-12	plasmid
NBC_01606	CP109311_linear_right	H	37	127	46	466	NBC_01606	H	46	-12	plasmid
NBC_01607	CP109308_linear_left	H	67	10	8	0	NBC_01607	H	8	-14	chromosome
NBC_01607	CP109308_linear_right	H	860	2	2	1	NBC_01607	H	2	-0	chromosome
NBC_01612	CP109304_linear_left	H	758	7	3	1	NBC_01612	H	3	-13	chromosome
NBC_01612	CP109304_linear_right	H	758	7	3	1	NBC_01612	H	3	-13	chromosome
NBC_01613	CP109303_linear_left	H	40	13	5	0	NBC_01613	H	5	-12	chromosome
NBC_01613	CP109303_linear_right	H	40	13	5	0	NBC_01613	H	5	-12	chromosome
NBC_01614	CP109302_linear_left	H	9	77	30	1	NBC_01614	H	30	-13	chromosome
NBC_01614	CP109302_linear_right	H	9	77	30	1	NBC_01614	H	30	-13	chromosome
NBC_01615	CP109301_linear_left	H	18	86	40	1	NBC_01615	H	40	-13	chromosome
NBC_01615	CP109301_linear_right	H	18	86	40	0	NBC_01615	H	40	-13	chromosome
NBC_01617	CP109298_linear_left	H	510	44	11	1	NBC_01617	H	11	-0	chromosome
NBC_01617	CP109298_linear_right	H	510	44	11	1	NBC_01617	H	11	-0	chromosome
NBC_01618	CP109297_linear_left	H	4	93	35	3	NBC_01618	H	35	-13	chromosome
NBC_01618	CP109297_linear_right	H	4	93	35	3	NBC_01618	H	35	-13	chromosome
NBC_01620	CP109296_linear_left	H	2	327	116	75	NBC_01620	H	116	-12	chromosome
NBC_01620	CP109296_linear_right	H	2	327	116	3	NBC_01620	H	116	-11	chromosome
NBC_01621	CP109294_linear_left	H	407	71	21	9	NBC_01621	H	21	-0	chromosome
NBC_01621	CP109294_linear_right	H	407	71	21	0	NBC_01621	H	21	-12	chromosome
NBC_01621	CP109295_linear_left	S	897	1	1	0	NBC_01621	S	1	-0	plasmid
NBC_01621	CP109295_linear_right	H	37	127	46	3	NBC_01621	H	46	-11	plasmid
NBC_01622	CP109293_linear_left	H	326	11	5	11	NBC_01622	H	5	-0	chromosome
NBC_01622	CP109293_linear_right	S	896	1	1	4121	NBC_01622	S	1	-120	chromosome
NBC_01624	CP109290_linear_left	S	892	2	1	770	NBC_01624	S	1	-0	chromosome
NBC_01624	CP109290_linear_right	H	892	2	1	775	NBC_01624	H	1	-0	chromosome
NBC_01624	CP109291_linear_left	S	893	2	1	824	NBC_01624	S	1	-91	plasmid
NBC_01624	CP109291_linear_right	H	893	2	1	1	NBC_01624	H	1	-92	plasmid
NBC_01625	CP109287_linear_left	H	49	34	14	36	NBC_01625	H	14	-14	chromosome
NBC_01625	CP109287_linear_right	H	49	34	14	37	NBC_01625	H	14	-14	chromosome
NBC_01626	CP109283_linear_left	H	4	93	35	78	NBC_01626	H	35	-12	chromosome
NBC_01626	CP109283_linear_right	H	4	93	35	14	NBC_01626	H	35	-12	chromosome
NBC_01626	CP109284_linear_left	H	4	93	35	0	NBC_01626	H	35	-14	plasmid
NBC_01626	CP109284_linear_right	H	4	93	35	3	NBC_01626	H	35	-13	plasmid
NBC_01627	CP109281_linear_left	H	407	71	21	3	NBC_01627	H	21	-0	chromosome
NBC_01627	CP109281_linear_right	H	407	71	21	11	NBC_01627	H	21	-0	chromosome
NBC_01627	CP109282_linear_left	H	37	127	46	2	NBC_01627	H	46	-12	plasmid
NBC_01627	CP109282_linear_right	H	393	2	2	0	NBC_01627	H	2	-0	plasmid
NBC_01629	CP109280_linear_left	S	882	1	1	5239	NBC_01629	S	1	-120	chromosome
NBC_01629	CP109280_linear_right	S	883	1	1	807	NBC_01629	S	1	-120	chromosome
NBC_01630	CP109279_linear_left	H	4	93	35	2	NBC_01630	H	35	-4	chromosome
NBC_01630	CP109279_linear_right	H	4	93	35	1	NBC_01630	H	35	-6	chromosome
NBC_01635	CP109277_linear_left	H	191	13	7	2	NBC_01635	H	7	-13	chromosome
NBC_01635	CP109277_linear_right	H	191	13	7	2	NBC_01635	H	7	-13	chromosome
NBC_01635	CP109278_linear_left	S	880	1	1	13532	NBC_01635	S	1	-119	plasmid
NBC_01635	CP109278_linear_right	S	881	1	1	10047	NBC_01635	S	1	-117	plasmid
NBC_01636	CP109275_linear_left	H	2	327	116	27	NBC_01636	H	116	-11	chromosome
NBC_01636	CP109275_linear_right	H	2	327	116	13	NBC_01636	H	116	-11	chromosome
NBC_01636	CP109276_linear_left	S	878	1	1	0	NBC_01636	S	1	-0	plasmid
NBC_01636	CP109276_linear_right	S	879	1	1	32691	NBC_01636	S	1	-120	plasmid
NBC_01637	CP109274_linear_left	H	797	14	9	0	NBC_01637	H	9	-12	chromosome
NBC_01637	CP109274_linear_right	H	797	14	9	0	NBC_01637	H	9	-12	chromosome
NBC_01640	CP109270_linear_left	H	407	71	21	0	NBC_01640	H	21	-11	chromosome
NBC_01640	CP109270_linear_right	H	407	71	21	0	NBC_01640	H	21	-11	chromosome
NBC_01640	CP109271_linear_left	H	37	127	46	0	NBC_01640	H	46	-9	plasmid
NBC_01640	CP109271_linear_right	H	37	127	46	0	NBC_01640	H	46	-11	plasmid
NBC_01641	CP109268_linear_left	H	4	93	35	10	NBC_01641	H	35	-14	chromosome
NBC_01641	CP109268_linear_right	H	4	93	35	3	NBC_01641	H	35	-14	chromosome
NBC_01641	CP109269_linear_left	H	516	7	3	0	NBC_01641	H	3	-0	plasmid
NBC_01641	CP109269_linear_right	H	4	93	35	11	NBC_01641	H	35	-11	plasmid
NBC_01643	CP109266_linear_left	H	90	54	24	7	NBC_01643	H	24	-15	chromosome
NBC_01643	CP109266_linear_right	H	90	54	24	7	NBC_01643	H	24	-15	chromosome
NBC_01643	CP109267_linear_left	H	25	50	26	7	NBC_01643	H	26	-12	plasmid
NBC_01643	CP109267_linear_right	H	25	50	26	7	NBC_01643	H	26	-12	plasmid
NBC_01646	CP109264_linear_left	H	394	7	3	117	NBC_01646	H	3	-13	chromosome
NBC_01646	CP109264_linear_right	H	394	7	3	117	NBC_01646	H	3	-13	chromosome
NBC_01648	CP109262_linear_left	H	4	93	35	34	NBC_01648	H	35	-12	chromosome
NBC_01648	CP109262_linear_right	H	4	93	35	4	NBC_01648	H	35	-14	chromosome
NBC_01648	CP109263_linear_left	H	4	93	35	10	NBC_01648	H	35	-14	plasmid
NBC_01648	CP109263_linear_right	H	4	93	35	3	NBC_01648	H	35	-14	plasmid
NBC_01650	CP109258_linear_left	H	224	36	12	3	NBC_01650	H	12	-13	chromosome
NBC_01650	CP109258_linear_right	H	224	36	12	14	NBC_01650	H	12	-13	chromosome
NBC_01650	CP109259_linear_left	H	224	36	12	12	NBC_01650	H	12	-14	plasmid
NBC_01650	CP109259_linear_right	H	224	36	12	2409	NBC_01650	H	12	-14	plasmid
NBC_01650	CP109260_linear_left	H	37	127	46	1	NBC_01650	H	46	-11	plasmid
NBC_01650	CP109260_linear_right	H	37	127	46	0	NBC_01650	H	46	-11	plasmid
NBC_01650	CP109261_linear_left	S	875	7	2	6	NBC_01650	S	2	-12	plasmid
NBC_01650	CP109261_linear_right	H	875	7	2	485	NBC_01650	H	2	-13	plasmid
NBC_01651	CP109256_linear_left	S	874	3	1	4	NBC_01651	S	1	-176	chromosome
NBC_01651	CP109256_linear_right	H	874	3	1	4	NBC_01651	H	1	-176	chromosome
NBC_01651	CP109257_linear_left	H	97	47	16	0	NBC_01651	H	16	-16	plasmid
NBC_01651	CP109257_linear_right	H	874	3	1	5	NBC_01651	H	1	-176	plasmid
NBC_01652	CP109255_linear_left	H	4	93	35	5	NBC_01652	H	35	-12	chromosome
NBC_01652	CP109255_linear_right	H	4	93	35	6	NBC_01652	H	35	-12	chromosome
NBC_01653	CP109254_linear_left	H	797	14	9	0	NBC_01653	H	9	-11	chromosome
NBC_01653	CP109254_linear_right	H	797	14	9	0	NBC_01653	H	9	-11	chromosome
NBC_01654	CP109252_linear_left	H	97	47	16	5	NBC_01654	H	16	-12	chromosome
NBC_01654	CP109252_linear_right	H	97	47	16	4	NBC_01654	H	16	-12	chromosome
NBC_01654	CP109253_linear_left	H	97	47	16	4	NBC_01654	H	16	-12	plasmid
NBC_01654	CP109253_linear_right	H	97	47	16	99	NBC_01654	H	16	-12	plasmid
NBC_01657	CP109249_linear_left	H	253	17	8	42	NBC_01657	H	8	-11	chromosome
NBC_01657	CP109249_linear_right	H	253	17	8	42	NBC_01657	H	8	-11	chromosome
NBC_01657	CP109250_linear_left	H	253	17	8	42	NBC_01657	H	8	-11	plasmid
NBC_01657	CP109250_linear_right	H	253	17	8	42	NBC_01657	H	8	-11	plasmid
NBC_01658	CP109245_linear_left	H	35	17	7	1	NBC_01658	H	7	-0	chromosome
NBC_01658	CP109245_linear_right	H	35	17	7	2	NBC_01658	H	7	-0	chromosome
NBC_01658	CP109246_linear_left	S	868	5	1	1	NBC_01658	S	1	-0	plasmid
NBC_01658	CP109246_linear_right	H	2	327	116	10	NBC_01658	H	116	-12	plasmid
NBC_01658	CP109248_linear_left	S	871	2	2	2	NBC_01658	S	2	-12	plasmid
NBC_01658	CP109248_linear_right	H	2	327	116	10	NBC_01658	H	116	-12	plasmid
NBC_01661	CP109243_linear_left	H	407	71	21	1308	NBC_01661	H	21	-13	chromosome
NBC_01661	CP109243_linear_right	H	407	71	21	28	NBC_01661	H	21	-13	chromosome
NBC_01661	CP109244_linear_left	H	37	127	46	8	NBC_01661	H	46	-12	plasmid
NBC_01661	CP109244_linear_right	H	37	127	46	1378	NBC_01661	H	46	-12	plasmid
NBC_01662	CP109242_linear_left	S	867	1	1	2102	NBC_01662	S	1	-120	chromosome
NBC_01662	CP109242_linear_right	H	394	7	3	3383	NBC_01662	H	3	-14	chromosome
NBC_01664	CP109238_linear_left	H	407	71	21	47	NBC_01664	H	21	-18	chromosome
NBC_01664	CP109238_linear_right	H	407	71	21	13	NBC_01664	H	21	-16	chromosome
NBC_01664	CP109239_linear_left	H	37	127	46	455	NBC_01664	H	46	-13	plasmid
NBC_01664	CP109239_linear_right	H	37	127	46	6	NBC_01664	H	46	-14	plasmid
NBC_01665	CP109235_linear_left	H	407	71	21	15	NBC_01665	H	21	-13	chromosome
NBC_01665	CP109235_linear_right	H	407	71	21	2	NBC_01665	H	21	-13	chromosome
NBC_01665	CP109237_linear_left	H	589	4	2	6	NBC_01665	H	2	-12	plasmid
NBC_01665	CP109237_linear_right	H	589	4	2	3	NBC_01665	H	2	-12	plasmid
NBC_01666	CP109234_linear_left	H	0	42	14	4	NBC_01666	H	14	-12	chromosome
NBC_01666	CP109234_linear_right	H	0	42	14	4	NBC_01666	H	14	-12	chromosome
NBC_01667	CP109233_linear_left	H	67	10	8	2	NBC_01667	H	8	-0	chromosome
NBC_01667	CP109233_linear_right	S	860	2	2	2	NBC_01667	S	2	-0	chromosome
NBC_01668	CP109228_linear_left	H	2	327	116	802	NBC_01668	H	116	-12	chromosome
NBC_01668	CP109228_linear_right	H	2	327	116	38	NBC_01668	H	116	-12	chromosome
NBC_01668	CP109229_linear_left	S	854	1	1	0	NBC_01668	S	1	-121	plasmid
NBC_01668	CP109229_linear_right	S	855	1	1	26170	NBC_01668	S	1	-131	plasmid
NBC_01668	CP109230_linear_left	S	856	1	1	11246	NBC_01668	S	1	-118	plasmid
NBC_01668	CP109230_linear_right	H	100	46	22	0	NBC_01668	H	22	-0	plasmid
NBC_01668	CP109231_linear_left	H	139	33	19	0	NBC_01668	H	19	-13	plasmid
NBC_01668	CP109231_linear_right	S	857	1	1	25127	NBC_01668	S	1	-117	plasmid
NBC_01668	CP109232_linear_left	S	858	1	1	26529	NBC_01668	S	1	-120	extrachromosomal
NBC_01668	CP109232_linear_right	S	859	1	1	29998	NBC_01668	S	1	-114	extrachromosomal
NBC_01671	CP109226_linear_left	H	90	54	24	10	NBC_01671	H	24	-11	chromosome
NBC_01671	CP109226_linear_right	H	37	127	46	7	NBC_01671	H	46	-11	chromosome
NBC_01671	CP109227_linear_left	H	90	54	24	1	NBC_01671	H	24	-11	plasmid
NBC_01671	CP109227_linear_right	H	37	127	46	7	NBC_01671	H	46	-11	plasmid
NBC_01673	CP109224_linear_left	H	407	71	21	14	NBC_01673	H	21	-15	chromosome
NBC_01673	CP109224_linear_right	H	407	71	21	8	NBC_01673	H	21	-15	chromosome
NBC_01675	CP109594_linear_left	H	407	71	21	1	NBC_01675	H	21	-16	chromosome
NBC_01675	CP109594_linear_right	H	407	71	21	3	NBC_01675	H	21	-15	chromosome
NBC_01675	CP109595_linear_left	S	1046	1	1	0	NBC_01675	S	1	-28	plasmid
NBC_01675	CP109595_linear_right	H	871	2	2	11	NBC_01675	H	2	-14	plasmid
NBC_01676	CP109222_linear_left	H	18	86	40	0	NBC_01676	H	40	-12	chromosome
NBC_01676	CP109222_linear_right	H	161	76	30	0	NBC_01676	H	30	-13	chromosome
NBC_01676	CP109223_linear_left	H	18	86	40	0	NBC_01676	H	40	-12	plasmid
NBC_01676	CP109223_linear_right	H	18	86	40	0	NBC_01676	H	40	-12	plasmid
NBC_01677	CP109220_linear_left	H	100	46	22	24	NBC_01677	H	22	-12	chromosome
NBC_01677	CP109220_linear_right	H	100	46	22	24	NBC_01677	H	22	-12	chromosome
NBC_01677	CP109221_linear_left	H	100	46	22	24	NBC_01677	H	22	-12	plasmid
NBC_01677	CP109221_linear_right	H	100	46	22	0	NBC_01677	H	22	-12	plasmid
NBC_01678	CP109453_linear_left	H	875	7	2	403	NBC_01678	H	2	-11	chromosome
NBC_01678	CP109453_linear_right	H	875	7	2	403	NBC_01678	H	2	-11	chromosome
NBC_01678	CP109454_linear_left	H	875	7	2	403	NBC_01678	H	2	-11	plasmid
NBC_01678	CP109454_linear_right	H	875	7	2	403	NBC_01678	H	2	-11	plasmid
NBC_01679	CP109215_linear_left	S	850	2	1	0	NBC_01679	S	1	-0	chromosome
NBC_01679	CP109215_linear_right	H	850	2	1	0	NBC_01679	H	1	-0	chromosome
NBC_01679	CP109216_linear_right	S	851	1	1	0	NBC_01679	S	1	-119	plasmid
NBC_01679	CP109218_linear_left	H	66	23	10	3	NBC_01679	H	10	-13	plasmid
NBC_01679	CP109218_linear_right	H	2	327	116	280	NBC_01679	H	116	-15	plasmid
NBC_01679	CP109219_linear_left	H	1	13	2	57	NBC_01679	H	2	-15	plasmid
NBC_01679	CP109219_linear_right	H	1	13	2	280	NBC_01679	H	2	-12	plasmid
NBC_01680	CP109212_linear_left	H	748	9	3	1	NBC_01680	H	3	-0	chromosome
NBC_01680	CP109212_linear_right	H	748	9	3	1	NBC_01680	H	3	-0	chromosome
NBC_01683	CP109211_linear_left	H	510	44	11	38	NBC_01683	H	11	-14	chromosome
NBC_01683	CP109211_linear_right	H	510	44	11	99	NBC_01683	H	11	-14	chromosome
NBC_01684	CP109210_linear_left	H	2	327	116	6	NBC_01684	H	116	-14	chromosome
NBC_01684	CP109210_linear_right	H	2	327	116	2	NBC_01684	H	116	-12	chromosome
