strain_name	accession	taxon	DNA_type	DNA_length	tap_id	tpg_id	intergenic_dist	side	replicon_end	clust_type	clust_num	seq_len	hit_perc	strand	ign1	ign2	cigar	target	cluster_size
NBC_01774	CP109106	['Streptomyces decoyicus']	chromosome	9270669	PRJNA747871:OG863_38925	PRJNA747871:OG863_38930	9	right	CP109106_linear_right	H	2	90	85.6	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01462	CP109470	['Streptomyces sp. NBC_01462']	chromosome	10423316	PRJNA747871:OG445_41100	PRJNA747871:OG445_41105	4	right	CP109470_linear_right	H	37	90	84.4	+	0	0	33M2I55M2D	CP107763_linear_left	127
NBC_00475	CP107884	['Streptomyces tubercidicus']	chromosome	8649157	PRJNA747871:OG319_37045	PRJNA747871:OG319_37050	9	right	CP107884_linear_right	H	50	90	74.4	+	0	0	7I67M3D16M4D	CP107780_linear_left	43
NBC_01337	CP108368	['Streptomyces platensis']	chromosome	8811944	PRJNA747871:OG229_37270	PRJNA747871:OG229_37275	9	right	CP108368_linear_right	H	396	90	100.0	+	0	0	=	CP108368_linear_left	7
NBC_01455	CP109475	['Streptomyces sp. NBC_01455']	chromosome	10187597	PRJNA747871:OG255_38345	PRJNA747871:OG255_38350	4	right	CP109475_linear_right	H	3	90	77.8	+	0	0	38M2I24MD26MD	AY225511.1_left AY225511 Streptomyces lividans strain 1326 plasmid SLP2, complete sequence.	17
NBC_00459	CP107903	['Streptomyces sp. NBC 00459']	chromosome	9763010	PRJNA747871:OHN74_42690	PRJNA747871:OHN74_42695	6	right	CP107903_linear_right	H	2	90	84.4	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00459	CP107903	['Streptomyces sp. NBC 00459']	chromosome	9763010	PRJNA747871:OHN74_00090	PRJNA747871:OHN74_00085	6	left	CP107903_linear_left	H	2	90	83.3	+	0	0	71MI18MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01456	CP109455	['Streptomyces sp. NBC 01456']	chromosome	9147089	PRJNA747871:OIU91_00360	PRJNA747871:OIU91_00355	9	left	CP109455_linear_left	H	35	90	73.3	+	0	0	11D79M11I	CP107761_linear_left	17
NBC_01454	CP109460	['Streptomyces sp. NBC 01454']	chromosome	8360501	PRJNA747871:OIU81_00360	PRJNA747871:OIU81_00355	9	left	CP109460_linear_left	H	2	90	83.3	+	0	0	D14MI41M2I32M2D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00734	CP108974	['Streptomyces platensis']	chromosome	8870427	PRJNA747871:OG301_01165	PRJNA747871:OG301_01160	9	left	CP108974_linear_left	H	2	90	80.0	+	0	0	4D14MI51M2I21MI	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00625	CP107742	['Streptomyces tubercidicus']	chromosome	8538055	PRJNA747871:OG198_36485	PRJNA747871:OG198_36490	9	right	CP107742_linear_right	H	2	90	76.7	+	0	0	8D60M3I22M5I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01297	CP108419	['Streptomyces tubercidicus']	chromosome	8552987	PRJNA747871:OG761_36575	PRJNA747871:OG761_36580	9	right	CP108419_linear_right	H	2	90	87.8	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00383	CP107952	['Streptomyces tubercidicus']	chromosome	8613235	PRJNA747871:OHU45_36595	PRJNA747871:OHU45_36600	9	right	CP107952_linear_right	H	155	90	100.0	+	0	0	=	CP107952_linear_left	12
NBC_00591	CP107761	['Streptomyces platensis']	chromosome	8700481	PRJNA747871:OG528_00855	PRJNA747871:OG528_00850	9	left	CP107761_linear_left	S	35	90	*	*	*	*	*	*	17
NBC_01359	CP108348	['Streptomyces decoyicus']	plasmid	235231	PRJNA747871:OG754_39840	PRJNA747871:OG754_39845	9	left	CP108348_linear_left	H	249	90	73.3	+	0	0	18MD19MD51M2I	CP108115_linear_right	8
NBC_00400	CP107940	['Streptomyces sp. NBC 00400']	chromosome	8490789	PRJNA747871:OHS81_36880	PRJNA747871:OHS81_36875	8	right	CP107940_linear_right	H	35	90	78.9	+	0	0	12D45M3D30M15I	CP107761_linear_left	17
NBC_01455	CP109476	['Streptomyces sp. NBC_01455']	plasmid	634813	PRJNA747871:OG255_44235	PRJNA747871:OG255_44230	4	left	CP109476_linear_left	H	9	90	77.8	+	0	0	D45MD43M2I	CP107730_linear_left	77
NBC_01694	CP109201	['Streptomyces glauciniger']	chromosome	8671343	PRJNA747871:OIF68_04300	PRJNA747871:OIF68_04295	9	left	CP109201_linear_left	H	813	90	92.2	+	0	0	D20MD20M2I39MD8MI	CP109144_linear_left	4
NBC_01477	CP109445	['Streptomyces sp. NBC 01477']	chromosome	8465517	PRJNA747871:OHA86_35810	PRJNA747871:OHA86_35815	2	right	CP109445_linear_right	H	25	90	78.9	+	0	0	67M9I14M9D	CP107746_linear_left	50
NBC_01320	CP108390	['Streptomyces sp. NBC_01320']	chromosome	11940402	PRJNA747871:OG395_51075	PRJNA747871:OG395_51080	9	right	CP108390_linear_right	H	25	90	96.7	+	0	0	90M	CP107746_linear_left	50
NBC_00270	CP108074	['Streptomyces caniferus']	plasmid	122907	PRJNA747871:OG436_39660	PRJNA747871:OG436_39665	6	right	CP108074_linear_right	H	2	90	86.7	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00873	CP108803	['Streptomyces sp. NBC 00873']	chromosome	9406006	PRJNA747871:OH809_42705	PRJNA747871:OH809_42710	9	right	CP108803_linear_right	H	2	90	82.2	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00873	CP108803	['Streptomyces sp. NBC 00873']	chromosome	9406006	PRJNA747871:OH809_01005	PRJNA747871:OH809_01000	9	left	CP108803_linear_left	H	25	90	73.3	+	0	0	62MD27MI	CP107746_linear_left	50
NBC_00842	CP108850	['Streptomyces sp. NBC 00842']	chromosome	9394497	PRJNA747871:OH821_42815	PRJNA747871:OH821_42820	9	right	CP108850_linear_right	H	2	90	82.2	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00842	CP108850	['Streptomyces sp. NBC 00842']	chromosome	9394497	PRJNA747871:OH821_01000	PRJNA747871:OH821_00995	9	left	CP108850_linear_left	H	2	90	82.2	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01727	CP109163	['Streptomyces sp. NBC 01727']	chromosome	9007015	PRJNA747871:OIE76_00280	PRJNA747871:OIE76_00275	9	left	CP109163_linear_left	H	25	90	94.4	+	0	0	D89MI	CP107746_linear_left	50
NBC_01195	CP108573	['Streptomyces erythrochromogenes']	chromosome	8750824	PRJNA747871:OG489_03845	PRJNA747871:OG489_03840	55	left	CP108573_linear_left	S	539	90	*	*	*	*	*	*	13
NBC_01718	CP109174	['Streptomyces sp. NBC 01718']	chromosome	9017262	PRJNA747871:OG957_00065	PRJNA747871:OG957_00060	9	left	CP109174_linear_left	H	25	90	96.7	+	0	0	90M	CP107746_linear_left	50
NBC_00510	CP107851	['Streptomyces sp. NBC 00510']	chromosome	10147553	PRJNA747871:OG937_05650	PRJNA747871:OG937_05645	9	left	CP107851_linear_left	H	25	90	72.2	+	0	0	D57M2D30M3I	CP107746_linear_left	50
NBC_01717	CP109178	['Streptomyces sp. NBC 01717']	chromosome	9334094	PRJNA747871:OHB49_00730	PRJNA747871:OHB49_00725	9	left	CP109178_linear_left	H	2	90	83.3	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01518	CP130730	['Streptomyces sp. NBC_01518']	chromosome	11904336	PRJNA747871:OG328_53265	PRJNA747871:OG328_53270	4	right	CP130730_linear_right	H	37	90	85.6	+	0	0	D89MI	CP107763_linear_left	127
NBC_01518	CP130730	['Streptomyces sp. NBC_01518']	chromosome	11904336	PRJNA747871:OG328_00165	PRJNA747871:OG328_00160	4	left	CP130730_linear_left	H	37	90	85.6	+	0	0	D89MI	CP107763_linear_left	127
NBC_01439	CP109487	['Streptomyces sp. NBC_01439']	chromosome	9578283	PRJNA747871:OG207_00095	PRJNA747871:OG207_00090	103	left	CP109487_linear_left	H	192	90	100.0	+	0	0	=	CP108016_linear_left	4
NBC_00624	CP107746	['Streptomyces sp. NBC 00624']	chromosome	8941894	PRJNA747871:OHN15_39665	PRJNA747871:OHN15_39670	9	right	CP107746_linear_right	H	25	90	73.3	+	0	0	14D7M5D64M19I	CP107746_linear_left	50
NBC_00630	CP107736	['Streptomyces longwoodensis']	plasmid	398955	PRJNA747871:OG200_35830	PRJNA747871:OG200_35820	268	left	CP107736_linear_left	H	2	90	81.1	+	0	0	8D62MI10M2I10M5I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00538	CP107814	['Streptomyces longwoodensis']	plasmid	398942	PRJNA747871:OG416_35850	PRJNA747871:OG416_35840	268	left	CP107814_linear_left	H	50	90	82.2	+	0	0	13I57M2D20M11D	CP107780_linear_left	43
NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	9032248	PRJNA747871:OG373_41085	PRJNA747871:OG373_41080	5	right	CP108863_linear_right	H	89	90	75.6	+	0	0	63MI26MD	CP107844_linear_left	34
NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	9032248	PRJNA747871:OG373_00085	PRJNA747871:OG373_00090	5	left	CP108863_linear_left	H	89	90	75.6	+	0	0	63MI26MD	CP107844_linear_left	34
NBC_00223	CP108109	['Streptomyces sp. NBC 00223']	chromosome	7961474	PRJNA747871:OHA30_00985	PRJNA747871:OHA30_00980	3	left	CP108109_linear_left	S	245	90	*	*	*	*	*	*	11
NBC_00138	CP108177	['Streptomyces sp. NBC_00138']	chromosome	7961528	PRJNA747871:OG565_32945	PRJNA747871:OG565_32950	3	right	CP108177_linear_right	H	245	90	83.3	+	0	0	9D32MD48M10I	CP108109_linear_left	11
NBC_01135	CP108639	['Streptomyces uncialis']	plasmid	96948	PRJNA747871:OG268_36815	PRJNA747871:OG268_36805	230	left	CP108639_linear_left	H	37	90	76.7	+	0	0	11D79M11I	CP107763_linear_left	127
NBC_00576	CP107780	['Streptomyces sp. NBC_00576']	chromosome	10919009	PRJNA747871:OG734_01485	PRJNA747871:OG734_01480	3	left	CP107780_linear_left	S	50	90	*	*	*	*	*	*	43
NBC_00107	CP108207	['Streptomyces anulatus']	chromosome	8524914	PRJNA747871:OHA29_37885	PRJNA747871:OHA29_37880	3	right	CP108207_linear_right	H	37	90	83.3	+	0	0	90M	CP107763_linear_left	127
NBC_00107	CP108207	['Streptomyces anulatus']	chromosome	8524914	PRJNA747871:OHA29_00010	PRJNA747871:OHA29_00015	3	left	CP108207_linear_left	H	37	90	83.3	+	0	0	90M	CP107763_linear_left	127
NBC_01735	CP109155	['Streptomyces europaeiscabiei']	plasmid	250750	PRJNA747871:OHB30_51155	PRJNA747871:OHB30_51160	6	right	CP109155_linear_right	H	0	90	73.3	+	0	0	14I76M14D	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_00125	CP108184	['Streptomyces virginiae']	chromosome	8777021	PRJNA747871:OHU23_39820	PRJNA747871:OHU23_39825	96	right	CP108184_linear_right	H	110	90	81.1	+	0	0	11D24MI55M10I	CP107875_linear_left	11
NBC_00016	CP108305	['Streptomyces sp. NBC 00016']	plasmid	90219	PRJNA747871:OG933_45475	PRJNA747871:OG933_45480	4	right	CP108305_linear_right	H	9	90	94.4	+	0	0	D89MI	CP107730_linear_left	77
NBC_01758	CP109127	['Streptomyces virginiae']	chromosome	8809469	PRJNA747871:OHA56_00710	PRJNA747871:OHA56_00705	96	left	CP109127_linear_left	H	110	90	80.0	+	0	0	11D24MI22MD32M11I	CP107875_linear_left	11
NBC_01646	CP109264	['Streptomyces hirsutus']	chromosome	8833381	PRJNA747871:OH738_27410	PRJNA747871:OH738_27405	3	right	CP109264_linear_right	H	394	90	74.4	+	0	0	41MI24M4D21M3I	CP108360_linear_left	7
NBC_00090	CP108224	['Streptomyces sp. NBC_00090']	chromosome	9250702	PRJNA747871:OG361_40870	PRJNA747871:OG361_40875	3	right	CP108224_linear_right	H	14	90	73.3	+	0	0	24I66M24D	CP107738_linear_left	19
NBC_01334	CP130719	['Streptomyces sp. NBC_01334']	plasmid	560868	PRJNA747871:OG736_45590	PRJNA747871:OG736_45595	4	left	CP130719_linear_left	H	758	90	77.8	+	0	0	10I80M10D	CP109048_linear_right	7
NBC_00715	CP108991	['Streptomyces sp. NBC 00715']	plasmid	165501	PRJNA747871:OID55_41575	PRJNA747871:OID55_41570	4	left	CP108991_linear_left	H	9	90	75.6	+	0	0	45MD44MI	CP107730_linear_left	77
NBC_00636	CP109050	['Streptomyces canus']	chromosome	11240151	PRJNA747871:OIE52_00885	PRJNA747871:OIE52_00890	91	left	CP109050_linear_left	H	11	90	98.9	+	0	0	I89MD	CP107733_linear_left	52
NBC_00350	CP107987	['Streptomyces canus']	plasmid	176102	PRJNA747871:OHB20_48170	PRJNA747871:OHB20_48165	4	right	CP107987_linear_right	H	9	90	93.3	+	0	0	90M	CP107730_linear_left	77
NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	9257388	PRJNA747871:OHV97_01590	PRJNA747871:OHV97_01585	96	left	CP108016_linear_left	S	192	90	*	*	*	*	*	*	4
NBC_00349	CP107993	['Streptomyces canus']	plasmid	36848	PRJNA747871:OG841_48525	PRJNA747871:OG841_48520	4	right	CP107993_linear_right	H	9	90	93.3	+	0	0	90M	CP107730_linear_left	77
NBC_00168	CP108148	['Streptomyces virginiae']	chromosome	8837448	PRJNA747871:OG280_40060	PRJNA747871:OG280_40065	96	right	CP108148_linear_right	H	110	90	91.1	+	0	0	24MI65MD	CP107875_linear_left	11
NBC_00564	CP107787	['Streptomyces sp. NBC_00564']	plasmid	539122	PRJNA747871:OG256_45850	PRJNA747871:OG256_45855	9	right	CP107787_linear_right	S	57	90	*	*	*	*	*	*	5
NBC_01635	CP109277	['Streptomyces sp. NBC 01635']	chromosome	8982372	PRJNA747871:OHB56_14195	PRJNA747871:OHB56_14200	3	left	CP109277_linear_left	H	191	90	80.0	+	0	0	D89MI	CP108013_linear_right	13
NBC_01421	CP109512	['Streptomyces anulatus']	plasmid	36903	PRJNA747871:OG771_39885	PRJNA747871:OG771_39880	3	left	CP109512_linear_left	H	37	90	85.6	+	0	0	90M	CP107763_linear_left	127
NBC_00015	CP108307	['Streptomyces sp. NBC_00015']	plasmid	708592	PRJNA747871:OG613_45335	PRJNA747871:OG613_45330	3	left	CP108307_linear_left	H	210	90	72.2	+	0	0	D14MI19M3D53M3I	CP108059_linear_right	6
NBC_01800	CP109075	['Streptomyces sp. NBC 01800']	chromosome	10117522	PRJNA747871:OIE65_41545	PRJNA747871:OIE65_41550	9	right	CP109075_linear_right	H	139	90	78.9	+	0	0	I72MI7MI8M3D	CP107916_linear_left	33
NBC_00135	CP108180	['Streptomyces canus']	plasmid	171209	PRJNA747871:OHA95_47060	PRJNA747871:OHA95_47065	4	left	CP108180_linear_left	H	9	90	94.4	+	0	0	90M	CP107730_linear_left	77
NBC_00087	CP108228	['Streptomyces canus']	plasmid	175491	PRJNA747871:OHU29_49055	PRJNA747871:OHU29_49050	4	right	CP108228_linear_right	H	9	90	93.3	+	0	0	D81MI8M	CP107730_linear_left	77
NBC_00022	CP108300	['Streptomyces canus']	plasmid	177943	PRJNA747871:OG848_47350	PRJNA747871:OG848_47345	4	right	CP108300_linear_right	H	9	90	92.2	+	0	0	D89MI	CP107730_linear_left	77
NBC_00353	CP107985	['Streptomyces sp. NBC 00353']	chromosome	9848962	PRJNA747871:OHA88_05610	PRJNA747871:OHA88_05605	9	left	CP107985_linear_left	H	11	90	84.4	+	0	0	I30MD12MD46MI	CP107733_linear_left	52
NBC_01761	CP109123	['Streptomyces sp. NBC 01761']	chromosome	9789246	PRJNA747871:OG808_03855	PRJNA747871:OG808_03850	9	left	CP109123_linear_left	H	215	90	90.0	+	0	0	48MD29MD11M2I	CP108070_linear_left	17
NBC_01751	CP109136	['Streptomyces sp. NBC 01751']	chromosome	9848585	PRJNA747871:OHA26_41150	PRJNA747871:OHA26_41155	9	right	CP109136_linear_right	H	797	90	84.4	+	0	0	11D67M2I12M9I	CP109122_linear_right	14
NBC_01318	CP108392	['Streptomyces sp. NBC_01318']	chromosome	9805183	PRJNA747871:OG243_03895	PRJNA747871:OG243_03890	9	left	CP108392_linear_left	S	416	90	*	*	*	*	*	*	6
NBC_00623	CP107748	['Streptomyces sp. NBC 00623']	chromosome	9715470	PRJNA747871:OHN35_03800	PRJNA747871:OHN35_03795	9	left	CP107748_linear_left	H	25	90	96.7	+	0	0	D89MI	CP107746_linear_left	50
NBC_00208	CP108123	['Streptomyces sp. NBC 00208']	chromosome	9856051	PRJNA747871:OG911_03860	PRJNA747871:OG911_03855	9	left	CP108123_linear_left	H	25	90	74.4	+	0	0	56M2D22M6I6M4D	CP107746_linear_left	50
NBC_01724	CP109169	['Streptomyces sp. NBC 01724']	chromosome	9284291	PRJNA747871:OG894_01835	PRJNA747871:OG894_01830	9	left	CP109169_linear_left	H	2	90	85.6	+	0	0	36MI53MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01617	CP109298	['Streptomyces sp. NBC 01617']	chromosome	9309870	PRJNA747871:OG784_40570	PRJNA747871:OG784_40575	9	right	CP109298_linear_right	H	510	90	76.7	+	0	0	6D14M2I70M4I	CP108535_circular_left	44
NBC_01544	CP109384	['Streptomyces sp. NBC 01544']	chromosome	9135262	PRJNA747871:OH782_01915	PRJNA747871:OH782_01910	9	left	CP109384_linear_left	H	2	90	80.0	+	0	0	68M3I19M3D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00724	CP108985	['Streptomyces sp. NBC 00724']	chromosome	9307314	PRJNA747871:OHB17_39880	PRJNA747871:OHB17_39885	9	right	CP108985_linear_right	H	25	90	97.8	+	0	0	90M	CP107746_linear_left	50
NBC_00289	CP108047	['Streptomyces sp. NBC 00289']	plasmid	144807	PRJNA747871:OG985_48670	PRJNA747871:OG985_48665	3	left	CP108047_linear_left	H	12	90	78.9	+	0	0	46MI43MD	CP107734_linear_left	26
NBC_01620	CP109296	['Streptomyces sp. NBC 01620']	chromosome	9465816	PRJNA747871:OG987_40845	PRJNA747871:OG987_40850	9	right	CP109296_linear_right	H	2	90	85.6	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01598	CP109317	['Streptomyces anulatus']	chromosome	8530688	PRJNA747871:OH791_00095	PRJNA747871:OH791_00090	3	left	CP109317_linear_left	H	97	90	80.0	+	0	0	10I63MI16M11D	CP107857_linear_left	47
NBC_00080	CP108236	['Streptomyces sp. NBC 00080']	plasmid	561252	PRJNA747871:OHU34_44490	PRJNA747871:OHU34_44485	3	left	CP108236_linear_left	H	37	90	84.4	+	0	0	90M	CP107763_linear_left	127
NBC_01707	CP109190	['Streptomyces sp. NBC 01707']	chromosome	9577546	PRJNA747871:OG963_06005	PRJNA747871:OG963_06000	9	left	CP109190_linear_left	H	336	90	95.6	+	0	0	D20MD14M2D52M4I	CP108260_linear_left	10
NBC_00630	CP107738	['Streptomyces longwoodensis']	plasmid	54676	PRJNA747871:OG200_39050	PRJNA747871:OG200_39060	229	right	CP107738_linear_right	H	14	90	100.0	+	0	0	=	CP107738_linear_left	19
NBC_00055	CP108259	['Streptomyces sp. NBC 00055']	chromosome	9547019	PRJNA747871:OHU31_37935	PRJNA747871:OHU31_37940	9	right	CP108259_linear_right	H	90	90	75.6	+	0	0	47MD13MI29M	CP107845_linear_left	54
NBC_01762	CP109122	['Streptomyces sp. NBC 01762']	chromosome	9829227	PRJNA747871:OIE61_40805	PRJNA747871:OIE61_40810	9	right	CP109122_linear_right	S	797	90	*	*	*	*	*	*	14
NBC_01650	CP109260	['Streptomyces sp. NBC 01650']	plasmid	170365	PRJNA747871:OH736_45825	PRJNA747871:OH736_45830	3	right	CP109260_linear_right	H	37	90	90.0	+	0	0	90M	CP107763_linear_left	127
NBC_01527	CP109395	['Streptomyces sp. NBC_01527']	chromosome	9298856	PRJNA747871:OG612_37280	PRJNA747871:OG612_37285	9	right	CP109395_linear_right	H	2	90	76.7	+	0	0	68M3I19M3D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00259	CP108080	['Streptomyces sp. NBC_00259']	chromosome	8164743	PRJNA747871:OG766_35350	PRJNA747871:OG766_35355	9	right	CP108080_linear_right	H	50	90	85.6	+	0	0	11I63M3D16M8D	CP107780_linear_left	43
NBC_01556	CP109368	['Streptomyces anulatus']	chromosome	8425047	PRJNA747871:OH828_00530	PRJNA747871:OH828_00525	3	left	CP109368_linear_left	H	97	90	80.0	+	0	0	10I63MI16M11D	CP107857_linear_left	47
NBC_01414	CP109522	['Streptomyces anulatus']	chromosome	8573618	PRJNA747871:OIF37_00095	PRJNA747871:OIF37_00090	3	left	CP109522_linear_left	H	97	90	81.1	+	0	0	10I63MI16M11D	CP107857_linear_left	47
NBC_01589	CP109333	['Streptomyces sp. NBC 01589']	chromosome	10719239	PRJNA747871:OHA59_43160	PRJNA747871:OHA59_43165	9	right	CP109333_linear_right	H	362	90	81.1	+	0	0	67M4D19M4I	CP108312_linear_left	6
NBC_00303	CP108036	['Streptomyces erythrochromogenes']	chromosome	8498532	PRJNA747871:OHA91_35875	PRJNA747871:OHA91_35880	76	right	CP108036_linear_right	H	105	90	74.4	+	0	0	17I57MD16M16D	CP107872_linear_left	13
NBC_00105	CP108214	['Streptomyces sp. NBC_00105']	plasmid	123711	PRJNA747871:OG454_43980	PRJNA747871:OG454_43985	6	left	CP108214_linear_left	H	37	90	84.4	+	0	0	65MD24MI	CP107763_linear_left	127
NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	9538619	PRJNA747871:OG454_43895	PRJNA747871:OG454_43890	6	right	CP108213_linear_right	H	37	90	84.4	+	0	0	65MD24MI	CP107763_linear_left	127
NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	9538619	PRJNA747871:OG454_00045	PRJNA747871:OG454_00050	6	left	CP108213_linear_left	H	37	90	84.4	+	0	0	65MD24MI	CP107763_linear_left	127
NBC_01475	CP109447	['Streptomyces canus']	chromosome	10864631	PRJNA747871:OG354_48890	PRJNA747871:OG354_48885	4	right	CP109447_linear_right	H	9	90	92.2	+	0	0	90M	CP107730_linear_left	77
NBC_01475	CP109447	['Streptomyces canus']	chromosome	10864631	PRJNA747871:OG354_00040	PRJNA747871:OG354_00045	4	left	CP109447_linear_left	H	9	90	92.2	+	0	0	90M	CP107730_linear_left	77
NBC_01335	CP108371	['Streptomyces sp. NBC_01335']	plasmid	106933	PRJNA747871:OG599_34585	PRJNA747871:OG599_34580	6	left	CP108371_linear_left	S	399	90	*	*	*	*	*	*	8
NBC_01002	CP108710	['Streptomyces canus']	plasmid	388376	PRJNA747871:OG426_54400	PRJNA747871:OG426_54405	88	left	CP108710_linear_left	H	9	90	80.0	+	0	0	10D80M10I	CP107730_linear_left	77
NBC_01002	CP108709	['Streptomyces canus']	chromosome	11769262	PRJNA747871:OG426_54385	PRJNA747871:OG426_54380	88	right	CP108709_linear_right	H	9	90	80.0	+	0	0	10D80M10I	CP107730_linear_left	77
NBC_01002	CP108709	['Streptomyces canus']	chromosome	11769262	PRJNA747871:OG426_00010	PRJNA747871:OG426_00015	88	left	CP108709_linear_left	H	9	90	80.0	+	0	0	10D80M10I	CP107730_linear_left	77
NBC_00178	CP108143	['Streptomyces sp. NBC 00178']	chromosome	7317043	PRJNA747871:OHT61_00165	PRJNA747871:OHT61_00160	4	left	CP108143_linear_left	H	37	90	88.9	+	0	0	90M	CP107763_linear_left	127
NBC_01230	CP108522	['Streptomyces sp. NBC_01230']	chromosome	9518240	PRJNA747871:OG763_05645	PRJNA747871:OG763_05640	9	left	CP108522_linear_left	H	455	90	83.3	+	0	0	64MI25MD	CP108456_linear_left	19
NBC_00280	CP108059	['Streptomyces sp. NBC 00280']	chromosome	10398828	PRJNA747871:OG960_45980	PRJNA747871:OG960_45975	3	right	CP108059_linear_right	S	210	90	*	*	*	*	*	*	6
NBC_01255	CP108475	['Streptomyces sp. NBC_01255']	plasmid	138003	PRJNA747871:OG357_38645	PRJNA747871:OG357_38650	3	right	CP108475_linear_right	H	37	90	92.2	+	0	0	90M	CP107763_linear_left	127
NBC_00909	CP108769	['Streptomyces goshikiensis']	plasmid	561994	PRJNA747871:OG590_36035	PRJNA747871:OG590_36030	6	left	CP108769_linear_left	H	105	90	78.9	+	0	0	8I34MI33M5D14M4D	CP107872_linear_left	13
NBC_01562	CP109359	['Streptomyces sp. NBC 01562']	plasmid	94174	PRJNA747871:OG854_57615	PRJNA747871:OG854_57610	3	left	CP109359_linear_left	H	37	90	93.3	+	0	0	90M	CP107763_linear_left	127
NBC_01352	CP108354	['Streptomyces sp. NBC_01352']	chromosome	11274169	PRJNA747871:OG252_51900	PRJNA747871:OG252_51895	5	right	CP108354_linear_right	H	9	90	74.4	+	0	0	32MI57MD	CP107730_linear_left	77
NBC_01352	CP108354	['Streptomyces sp. NBC_01352']	chromosome	11274169	PRJNA747871:OG252_00100	PRJNA747871:OG252_00105	5	left	CP108354_linear_left	H	9	90	74.4	+	0	0	32MI57MD	CP107730_linear_left	77
NBC_00003	CP108318	['Streptomyces sp. NBC_00003']	chromosome	8698839	PRJNA747871:OG549_00010	PRJNA747871:OG549_00015	91	left	CP108318_linear_left	H	9	90	76.7	+	0	0	32MI57MD	CP107730_linear_left	77
NBC_00190	CP108132	['Streptomyces sp. NBC_00190']	plasmid	260073	PRJNA747871:OG429_41270	PRJNA747871:OG429_41275	3	right	CP108132_linear_right	H	255	90	90.0	+	0	0	5I17M2D53MI14M4D	CP108131_linear_left	8
NBC_00048	CP108267	['Streptomyces sp. NBC 00048']	plasmid	255900	PRJNA747871:OG859_42635	PRJNA747871:OG859_42640	3	right	CP108267_linear_right	H	255	90	75.6	+	0	0	20I55MI14M21D	CP108131_linear_left	8
NBC_01747	CP109142	['Streptomyces albidoflavus']	chromosome	7184798	PRJNA747871:OG919_31350	PRJNA747871:OG919_31345	3	right	CP109142_linear_right	H	37	90	87.8	+	0	0	90M	CP107763_linear_left	127
NBC_01562	CP109360	['Streptomyces sp. NBC 01562']	plasmid	87595	PRJNA747871:OG854_58410	PRJNA747871:OG854_58420	227	right	CP109360_linear_right	H	37	90	81.1	+	0	0	11I79M11D	CP107763_linear_left	127
NBC_00203	CP108126	['Streptomyces sp. NBC 00203']	chromosome	10799792	PRJNA747871:OG975_00115	PRJNA747871:OG975_00110	4	left	CP108126_linear_left	H	210	90	76.7	+	0	0	6I64MD20M5D	CP108059_linear_right	6
NBC_01653	CP109254	['Streptomyces sp. NBC 01653']	chromosome	10339600	PRJNA747871:OH719_04695	PRJNA747871:OH719_04690	9	left	CP109254_linear_left	H	797	90	87.8	+	0	0	11D79M11I	CP109122_linear_right	14
NBC_01637	CP109274	['Streptomyces sp. NBC 01637']	chromosome	10339639	PRJNA747871:OG891_42165	PRJNA747871:OG891_42170	9	right	CP109274_linear_right	H	797	90	85.6	+	0	0	11D67M2I12M9I	CP109122_linear_right	14
