contig_name	strain_name	taxon	rep_type
CP108391	['NBC_01320']	['Streptomyces sp. NBC_01320']	plasmid
CP108388	['NBC_01321']	['Streptomyces sp. NBC_01321']	chromosome
CP108389	['NBC_01321']	['Streptomyces sp. NBC_01321']	plasmid
CP108385	['NBC_01324']	['Streptomyces sp. NBC_01324']	chromosome
CP108386	['NBC_01324']	['Streptomyces sp. NBC_01324']	plasmid
CP108387	['NBC_01324']	['Streptomyces sp. NBC_01324']	plasmid
CP109051	['NBC_01325']	['Streptomyces subrutilus']	chromosome
CP109052	['NBC_01325']	['Streptomyces subrutilus']	plasmid
CP109053	['NBC_01325']	['Streptomyces subrutilus']	plasmid
CP109054	['NBC_01325']	['Streptomyces subrutilus']	plasmid
CP108383	['NBC_01327']	['Nocardia sp. NBC_01327']	chromosome
CP108384	['NBC_01327']	['Nocardia sp. NBC_01327']	plasmid
CP108382	['NBC_01328']	['Streptomyces phaeochromogenes']	chromosome
CP108381	['NBC_01329']	['Nocardia sp. NBC_01329']	chromosome
CP108379	['NBC_01331']	['Streptomyces albidoflavus']	chromosome
CP108380	['NBC_01331']	['Streptomyces albidoflavus']	plasmid
CP108378	['NBC_01332']	['Streptomyces murinus']	chromosome
CP108376	['NBC_01333']	['Streptomyces anulatus']	chromosome
CP108377	['NBC_01333']	['Streptomyces anulatus']	plasmid
CP130718	['NBC_01334']	['Streptomyces sp. NBC_01334']	chromosome
CP130719	['NBC_01334']	['Streptomyces sp. NBC_01334']	plasmid
CP108374	['NBC_01334']	['Streptomyces sp. NBC_01334']	chromosome
CP108375	['NBC_01334']	['Streptomyces sp. NBC_01334']	plasmid
CP108370	['NBC_01335']	['Streptomyces sp. NBC_01335']	chromosome
CP108371	['NBC_01335']	['Streptomyces sp. NBC_01335']	plasmid
CP108372	['NBC_01335']	['Streptomyces sp. NBC_01335']	plasmid
CP108373	['NBC_01335']	['Streptomyces sp. NBC_01335']	plasmid
CP108369	['NBC_01336']	['Streptomyces sp. NBC_01336']	chromosome
CP108368	['NBC_01337']	['Streptomyces platensis']	chromosome
CP108367	['NBC_01338']	['Streptomyces cyaneofuscatus']	chromosome
CP108365	['NBC_01340']	['Streptomyces sp. NBC_01340']	chromosome
CP108366	['NBC_01340']	['Streptomyces sp. NBC_01340']	plasmid
CP108364	['NBC_01341']	['Streptomyces sp. NBC_01341']	chromosome
CP108362	['NBC_01343']	['Streptomyces sp. NBC_01343']	chromosome
CP108363	['NBC_01343']	['Streptomyces sp. NBC_01343']	plasmid
CP108361	['NBC_01344']	['[Kitasatospora] papulosa']	chromosome
CP108360	['NBC_01346']	['Streptomyces microflavus']	chromosome
CP108359	['NBC_01347']	['[Kitasatospora] papulosa']	chromosome
CP108356	['NBC_01351']	['Streptomyces sp. NBC_01351']	chromosome
CP108357	['NBC_01351']	['Streptomyces sp. NBC_01351']	plasmid
CP108358	['NBC_01351']	['Streptomyces sp. NBC_01351']	plasmid
CP108354	['NBC_01352']	['Streptomyces sp. NBC_01352']	chromosome
CP108355	['NBC_01352']	['Streptomyces sp. NBC_01352']	plasmid
CP108352	['NBC_01353']	['Streptomyces sp. NBC_01353']	chromosome
CP108353	['NBC_01353']	['Streptomyces sp. NBC_01353']	plasmid
CP108351	['NBC_01355']	['[Kitasatospora] papulosa']	chromosome
CP108350	['NBC_01356']	['Streptomyces sp. NBC_01356']	chromosome
CP108349	['NBC_01358']	['Streptomyces sp. NBC_01358']	chromosome
CP108347	['NBC_01359']	['Streptomyces decoyicus']	chromosome
CP108348	['NBC_01359']	['Streptomyces decoyicus']	plasmid
CP108346	['NBC_01360']	['Streptomyces canus']	chromosome
CP109589	['NBC_01361']	['Streptomyces sp. NBC_01361']	chromosome
CP109590	['NBC_01361']	['Streptomyces sp. NBC_01361']	plasmid
CP109591	['NBC_01361']	['Streptomyces sp. NBC_01361']	plasmid
CP109586	['NBC_01362']	['Streptomyces sp. NBC_01362']	chromosome
CP109587	['NBC_01362']	['Streptomyces sp. NBC_01362']	plasmid
CP109588	['NBC_01362']	['Streptomyces sp. NBC_01362']	plasmid
CP109583	['NBC_01365']	['Streptomyces uncialis']	chromosome
CP109584	['NBC_01365']	['Streptomyces uncialis']	plasmid
CP109585	['NBC_01365']	['Streptomyces uncialis']	plasmid
CP109581	['NBC_01366']	['Streptomyces griseoaurantiacus']	chromosome
CP109582	['NBC_01366']	['Streptomyces griseoaurantiacus']	extrachromosomal
CP109580	['NBC_01367']	['Streptomyces sp. NBC_01367']	chromosome
CP109575	['NBC_01369']	['Streptomyces sp. NBC_01369']	chromosome
CP109576	['NBC_01369']	['Streptomyces sp. NBC_01369']	plasmid
CP109577	['NBC_01369']	['Streptomyces sp. NBC_01369']	plasmid
CP109578	['NBC_01369']	['Streptomyces sp. NBC_01369']	plasmid
CP109579	['NBC_01369']	['Streptomyces sp. NBC_01369']	plasmid
CP109574	['NBC_01370']	['Streptomyces canus']	chromosome
CP109571	['NBC_01372']	['Streptomyces anthocyanicus']	chromosome
CP109572	['NBC_01372']	['Streptomyces anthocyanicus']	plasmid
CP109573	['NBC_01372']	['Streptomyces anthocyanicus']	plasmid
CP109570	['NBC_01374']	['Streptomyces albidoflavus']	chromosome
CP109566	['NBC_01377']	['Nocardia sp. NBC_01377']	chromosome
CP109567	['NBC_01377']	['Nocardia sp. NBC_01377']	plasmid
CP109568	['NBC_01377']	['Nocardia sp. NBC_01377']	plasmid
CP109569	['NBC_01377']	['Nocardia sp. NBC_01377']	plasmid
CP109565	['NBC_01378']	['Streptomyces sp. NBC_01378']	chromosome
CP109561	['NBC_01383']	['Streptomyces sp. NBC_01383']	chromosome
CP109562	['NBC_01383']	['Streptomyces sp. NBC_01383']	plasmid
CP109563	['NBC_01383']	['Streptomyces sp. NBC_01383']	plasmid
CP109564	['NBC_01383']	['Streptomyces sp. NBC_01383']	plasmid
CP109559	['NBC_01384']	['Streptomyces sp. NBC_01384']	chromosome
CP109560	['NBC_01384']	['Streptomyces sp. NBC_01384']	plasmid
CP109558	['NBC_01386']	['Streptomyces sp. NBC_01386']	chromosome
CP109556	['NBC_01387']	['Streptomyces sp. NBC_01387']	chromosome
CP109557	['NBC_01387']	['Streptomyces sp. NBC_01387']	plasmid
CP109553	['NBC_01388']	['Nocardia sp. NBC_01388']	chromosome
CP109554	['NBC_01388']	['Nocardia sp. NBC_01388']	plasmid
CP109555	['NBC_01388']	['Nocardia sp. NBC_01388']	plasmid
CP109552	['NBC_01389']	['Microbispora sp. NBC_01389']	chromosome
CP109551	['NBC_01390']	['Streptomyces sp. NBC_01390']	chromosome
CP109550	['NBC_01391']	['Streptomyces microflavus']	chromosome
CP109549	['NBC_01392']	['Micromonospora sp. NBC_01392']	chromosome
CP109546	['NBC_01393']	['Streptomyces sp. NBC_01393']	chromosome
CP109547	['NBC_01393']	['Streptomyces sp. NBC_01393']	extrachromosomal
CP109548	['NBC_01393']	['Streptomyces sp. NBC_01393']	extrachromosomal
CP109545	['NBC_01396']	['Streptomyces sp. NBC_01396']	chromosome
CP109538	['NBC_01397']	['Streptomyces sp. NBC_01397']	chromosome
CP109539	['NBC_01397']	['Streptomyces sp. NBC_01397']	extrachromosomal
CP109540	['NBC_01397']	['Streptomyces sp. NBC_01397']	extrachromosomal
CP109541	['NBC_01397']	['Streptomyces sp. NBC_01397']	extrachromosomal
CP109542	['NBC_01397']	['Streptomyces sp. NBC_01397']	extrachromosomal
CP109543	['NBC_01397']	['Streptomyces sp. NBC_01397']	extrachromosomal
CP109544	['NBC_01397']	['Streptomyces sp. NBC_01397']	extrachromosomal
CP109535	['NBC_01401']	['Streptomyces sp. NBC_01401']	chromosome
CP109536	['NBC_01401']	['Streptomyces sp. NBC_01401']	plasmid
CP109537	['NBC_01401']	['Streptomyces sp. NBC_01401']	extrachromosomal
CP109534	['NBC_01403']	['Sphaerisporangium sp. NBC_01403']	chromosome
CP109532	['NBC_01405']	['Micromonospora sp. NBC_01405']	chromosome
CP109533	['NBC_01405']	['Micromonospora sp. NBC_01405']	plasmid
CP109531	['NBC_01409']	['Streptomyces phaeochromogenes']	chromosome
CP109530	['NBC_01410']	['Streptomyces sp. NBC_01410']	chromosome
CP109529	['NBC_01411']	['Streptomyces sp. NBC_01411']	chromosome
CP109528	['NBC_01412']	['Micromonospora sp. NBC_01412']	chromosome
CP109527	['NBC_01413']	['Nocardia salmonicida']	chromosome
CP109522	['NBC_01414']	['Streptomyces anulatus']	chromosome
CP109523	['NBC_01414']	['Streptomyces anulatus']	plasmid
CP109524	['NBC_01414']	['Streptomyces anulatus']	plasmid
CP109525	['NBC_01414']	['Streptomyces anulatus']	plasmid
CP109526	['NBC_01414']	['Streptomyces anulatus']	plasmid
CP109518	['NBC_01417']	['Streptomyces anulatus']	chromosome
CP109519	['NBC_01417']	['Streptomyces anulatus']	plasmid
CP109520	['NBC_01417']	['Streptomyces anulatus']	plasmid
CP109521	['NBC_01417']	['Streptomyces anulatus']	plasmid
CP109517	['NBC_01418']	['Streptomyces anulatus']	chromosome
CP109515	['NBC_01419']	['Streptomyces anulatus']	chromosome
CP109516	['NBC_01419']	['Streptomyces anulatus']	plasmid
CP109513	['NBC_01420']	['Streptomyces sp. NBC_01420']	chromosome
CP109514	['NBC_01420']	['Streptomyces sp. NBC_01420']	plasmid
CP109511	['NBC_01421']	['Streptomyces anulatus']	chromosome
CP109512	['NBC_01421']	['Streptomyces anulatus']	plasmid
CP109508	['NBC_01422']	['Streptomyces sp. NBC_01422']	chromosome
CP109509	['NBC_01422']	['Streptomyces sp. NBC_01422']	plasmid
CP109510	['NBC_01422']	['Streptomyces sp. NBC_01422']	plasmid
CP109506	['NBC_01423']	['Streptomyces sp. NBC_01423']	chromosome
CP109507	['NBC_01423']	['Streptomyces sp. NBC_01423']	plasmid
CP109500	['NBC_01426']	['Streptomyces sp. NBC 01426']	chromosome
CP109501	['NBC_01426']	['Streptomyces sp. NBC 01426']	plasmid
CP109502	['NBC_01426']	['Streptomyces sp. NBC 01426']	plasmid
CP109503	['NBC_01426']	['Streptomyces sp. NBC 01426']	plasmid
CP109504	['NBC_01426']	['Streptomyces sp. NBC 01426']	plasmid
CP109505	['NBC_01426']	['Streptomyces sp. NBC 01426']	plasmid
CP109499	['NBC_01428']	['Streptomyces sp. NBC_01428']	chromosome
CP109599	['NBC_01429']	['Streptomyces sp. NBC_01429']	chromosome
CP109496	['NBC_01431']	['Streptomyces sp. NBC_01431']	chromosome
CP109497	['NBC_01431']	['Streptomyces sp. NBC_01431']	plasmid
CP109498	['NBC_01431']	['Streptomyces sp. NBC_01431']	plasmid
CP109495	['NBC_01432']	['Streptomyces niveus']	chromosome
CP109492	['NBC_01435']	['Streptomyces sp. NBC_01435']	chromosome
CP109493	['NBC_01435']	['Streptomyces sp. NBC_01435']	plasmid
CP109494	['NBC_01435']	['Streptomyces sp. NBC_01435']	plasmid
CP109491	['NBC_01436']	['Streptomyces anulatus']	chromosome
CP109490	['NBC_01437']	['Streptomyces anulatus']	chromosome
CP109488	['NBC_01438']	['Streptomyces sp. NBC_01438']	chromosome
CP109489	['NBC_01438']	['Streptomyces sp. NBC_01438']	extrachromosomal
CP109487	['NBC_01439']	['Streptomyces sp. NBC_01439']	chromosome
CP109485	['NBC_01445']	['Streptomyces sp. NBC_01445']	chromosome
CP109486	['NBC_01445']	['Streptomyces sp. NBC_01445']	plasmid
CP109483	['NBC_01447']	['Streptomyces niveus']	chromosome
CP109484	['NBC_01447']	['Streptomyces niveus']	plasmid
CP109480	['NBC_01450']	['Streptomyces sp. NBC_01450']	chromosome
CP109481	['NBC_01450']	['Streptomyces sp. NBC_01450']	plasmid
CP109482	['NBC_01450']	['Streptomyces sp. NBC_01450']	plasmid
CP109479	['NBC_01451']	['Streptomyces sp. NBC_01451']	chromosome
CP109478	['NBC_01453']	['Streptomyces sp. NBC_01453']	chromosome
CP109460	['NBC_01454']	['Streptomyces sp. NBC 01454']	chromosome
CP109461	['NBC_01454']	['Streptomyces sp. NBC 01454']	plasmid
CP109462	['NBC_01454']	['Streptomyces sp. NBC 01454']	plasmid
CP109463	['NBC_01454']	['Streptomyces sp. NBC 01454']	plasmid
CP109464	['NBC_01454']	['Streptomyces sp. NBC 01454']	plasmid
CP109475	['NBC_01455']	['Streptomyces sp. NBC_01455']	chromosome
CP109476	['NBC_01455']	['Streptomyces sp. NBC_01455']	plasmid
CP109477	['NBC_01455']	['Streptomyces sp. NBC_01455']	plasmid
CP109455	['NBC_01456']	['Streptomyces sp. NBC 01456']	chromosome
CP109456	['NBC_01456']	['Streptomyces sp. NBC 01456']	plasmid
CP109457	['NBC_01456']	['Streptomyces sp. NBC 01456']	plasmid
CP109458	['NBC_01456']	['Streptomyces sp. NBC 01456']	plasmid
CP109459	['NBC_01456']	['Streptomyces sp. NBC 01456']	plasmid
CP109473	['NBC_01460']	['Streptomyces sp. NBC_01460']	chromosome
CP109474	['NBC_01460']	['Streptomyces sp. NBC_01460']	plasmid
CP109472	['NBC_01461']	['Micromonospora rifamycinica']	chromosome
CP109470	['NBC_01462']	['Streptomyces sp. NBC_01462']	chromosome
CP109471	['NBC_01462']	['Streptomyces sp. NBC_01462']	plasmid
CP109468	['NBC_01463']	['Streptomyces sp. NBC_01463']	chromosome
CP109469	['NBC_01463']	['Streptomyces sp. NBC_01463']	plasmid
CP109467	['NBC_01465']	['Streptomyces sp. NBC_01465']	chromosome
CP109465	['NBC_01469']	['Streptosporangium sp. NBC_01469']	chromosome
CP109466	['NBC_01469']	['Streptosporangium sp. NBC_01469']	plasmid
CP109450	['NBC_01471']	['Streptomyces sp. NBC_01471']	chromosome
CP109451	['NBC_01471']	['Streptomyces sp. NBC_01471']	plasmid
CP109452	['NBC_01471']	['Streptomyces sp. NBC_01471']	extrachromosomal
CP109449	['NBC_01474']	['Streptomyces sp. NBC_01474']	chromosome
CP109447	['NBC_01475']	['Streptomyces canus']	chromosome
CP109448	['NBC_01475']	['Streptomyces canus']	plasmid
CP109446	['NBC_01476']	['Streptomyces sp. NBC_01476']	chromosome
CP109445	['NBC_01477']	['Streptomyces sp. NBC 01477']	chromosome
CP109444	['NBC_01478']	['Streptomyces sp. NBC_01478']	chromosome
CP109442	['NBC_01480']	['Amycolatopsis sp. NBC_01480']	chromosome
CP109443	['NBC_01480']	['Amycolatopsis sp. NBC_01480']	plasmid
CP109441	['NBC_01482']	['Nocardia vinacea']	chromosome
CP109438	['NBC_01483']	['Streptomyces sp. NBC_01483']	chromosome
CP109439	['NBC_01483']	['Streptomyces sp. NBC_01483']	plasmid
CP109440	['NBC_01483']	['Streptomyces sp. NBC_01483']	plasmid
CP109437	['NBC_01484']	['Kribbella sp. NBC_01484']	chromosome
CP109435	['NBC_01485']	['Streptomyces sp. NBC_01485']	chromosome
CP109436	['NBC_01485']	['Streptomyces sp. NBC_01485']	plasmid
CP109434	['NBC_01488']	['Amycolatopsis sp. NBC_01488']	chromosome
CP109433	['NBC_01490']	['Actinoallomurus sp. NBC_01490']	chromosome
CP109432	['NBC_01491']	['Spirillospora sp. NBC 01491']	chromosome
CP109430	['NBC_01495']	['Streptosporangium sp. NBC_01495']	chromosome
CP109431	['NBC_01495']	['Streptosporangium sp. NBC_01495']	plasmid
CP109429	['NBC_01496']	['Streptomyces brevispora']	chromosome
CP109427	['NBC_01497']	['Streptomyces sp. NBC_01497']	chromosome
CP109428	['NBC_01497']	['Streptomyces sp. NBC_01497']	plasmid
CP109598	['NBC_01498']	['Streptomyces sp. NBC 01498']	chromosome
CP109426	['NBC_01499']	['Nocardia sp. NBC_01499']	chromosome
CP109596	['NBC_01503']	['Nocardia sp. NBC 01503']	chromosome
CP109597	['NBC_01503']	['Nocardia sp. NBC 01503']	plasmid
CP109425	['NBC_01505']	['Kribbella sp. NBC_01505']	chromosome
CP109422	['NBC_01506']	['Streptomyces sp. NBC_01506']	chromosome
CP109423	['NBC_01506']	['Streptomyces sp. NBC_01506']	plasmid
CP109424	['NBC_01506']	['Streptomyces sp. NBC_01506']	plasmid
CP109421	['NBC_01507']	['Streptomyces niveus']	chromosome
CP109419	['NBC_01508']	['Streptomyces sp. NBC_01508']	chromosome
CP109420	['NBC_01508']	['Streptomyces sp. NBC_01508']	plasmid
CP109418	['NBC_01510']	['Kribbella sp. NBC_01510']	chromosome
CP109417	['NBC_01511']	['Streptomyces sp. NBC_01511']	chromosome
CP109416	['NBC_01515']	['Streptomyces sp. NBC_01515']	chromosome
CP109413	['NBC_01516']	['Streptomyces anulatus']	chromosome
CP109414	['NBC_01516']	['Streptomyces anulatus']	plasmid
CP109415	['NBC_01516']	['Streptomyces anulatus']	plasmid
CP130730	['NBC_01518']	['Streptomyces sp. NBC_01518']	chromosome
CP109412	['NBC_01518']	['Streptomyces sp. NBC_01518']	chromosome
CP109407	['NBC_01519']	['Kitasatospora sp. NBC_01519']	chromosome
CP109408	['NBC_01519']	['Kitasatospora sp. NBC_01519']	plasmid
CP109409	['NBC_01519']	['Kitasatospora sp. NBC_01519']	extrachromosomal
CP109410	['NBC_01519']	['Kitasatospora sp. NBC_01519']	extrachromosomal
CP109411	['NBC_01519']	['Kitasatospora sp. NBC_01519']	extrachromosomal
CP109404	['NBC_01520']	['Streptomyces sp. NBC_01520']	chromosome
CP109405	['NBC_01520']	['Streptomyces sp. NBC_01520']	plasmid
CP109406	['NBC_01520']	['Streptomyces sp. NBC_01520']	plasmid
CP109403	['NBC_01522']	['Streptomyces anulatus']	chromosome
CP109400	['NBC_01523']	['Streptomyces anulatus']	chromosome
CP109401	['NBC_01523']	['Streptomyces anulatus']	plasmid
CP109402	['NBC_01523']	['Streptomyces anulatus']	plasmid
CP109397	['NBC_01525']	['Streptomyces sp. NBC_01525']	chromosome
CP109398	['NBC_01525']	['Streptomyces sp. NBC_01525']	plasmid
CP109399	['NBC_01525']	['Streptomyces sp. NBC_01525']	plasmid
CP109395	['NBC_01527']	['Streptomyces sp. NBC_01527']	chromosome
CP109396	['NBC_01527']	['Streptomyces sp. NBC_01527']	plasmid
CP109394	['NBC 01530']	['Streptomyces sp. NBC_01530']	chromosome
CP109393	['NBC 01536']	['Streptomyces niveus']	chromosome
CP109392	['NBC 01537']	['Streptomyces sp. NBC_01537']	chromosome
CP109391	['NBC 01538']	['Streptomyces sp. NBC_01538']	chromosome
CP109390	['NBC 01539']	['Kitasatospora sp. NBC_01539']	chromosome
CP109389	['NBC 01542']	['Streptomyces niveus']	chromosome
CP109387	['NBC 01543']	['Streptomyces anulatus']	chromosome
CP109388	['NBC 01543']	['Streptomyces anulatus']	plasmid
CP109384	['NBC 01544']	['Streptomyces sp. NBC 01544']	chromosome
CP109385	['NBC 01544']	['Streptomyces sp. NBC 01544']	plasmid
CP109386	['NBC 01544']	['Streptomyces sp. NBC 01544']	plasmid
CP109381	['NBC 01545']	['Streptomyces atratus']	chromosome
CP109382	['NBC 01545']	['Streptomyces atratus']	plasmid
CP109383	['NBC 01545']	['Streptomyces atratus']	plasmid
CP109379	['NBC 01546']	['Streptomyces sp. NBC 01546']	chromosome
CP109380	['NBC 01546']	['Streptomyces sp. NBC 01546']	plasmid
CP109377	['NBC 01547']	['Streptomyces sp. NBC 01547']	chromosome
CP109378	['NBC 01547']	['Streptomyces sp. NBC 01547']	plasmid
CP109376	['NBC 01550']	['Streptomyces sp. NBC 01550']	chromosome
CP109375	['NBC 01552']	['[Kitasatospora] papulosa']	chromosome
CP109370	['NBC 01553']	['Streptomyces sp. NBC 01553']	chromosome
CP109371	['NBC 01553']	['Streptomyces sp. NBC 01553']	plasmid
CP109372	['NBC 01553']	['Streptomyces sp. NBC 01553']	plasmid
CP109373	['NBC 01553']	['Streptomyces sp. NBC 01553']	extrachromosomal
CP109374	['NBC 01553']	['Streptomyces sp. NBC 01553']	extrachromosomal
CP109369	['NBC 01555']	['Kitasatospora purpeofusca']	chromosome
CP109368	['NBC 01556']	['Streptomyces anulatus']	chromosome
CP109365	['NBC 01558']	['Streptomyces sp. NBC 01558']	chromosome
CP109366	['NBC 01558']	['Streptomyces sp. NBC 01558']	plasmid
CP109367	['NBC 01558']	['Streptomyces sp. NBC 01558']	plasmid
CP109364	['NBC 01560']	['Kitasatospora sp. NBC 01560']	chromosome
CP109356	['NBC 01562']	['Streptomyces sp. NBC 01562']	chromosome
CP109357	['NBC 01562']	['Streptomyces sp. NBC 01562']	plasmid
CP109358	['NBC 01562']	['Streptomyces sp. NBC 01562']	plasmid
CP109359	['NBC 01562']	['Streptomyces sp. NBC 01562']	plasmid
CP109360	['NBC 01562']	['Streptomyces sp. NBC 01562']	plasmid
CP109361	['NBC 01562']	['Streptomyces sp. NBC 01562']	plasmid
CP109362	['NBC 01562']	['Streptomyces sp. NBC 01562']	extrachromosomal
CP109363	['NBC 01562']	['Streptomyces sp. NBC 01562']	plasmid
CP109354	['NBC 01563']	['Streptomyces sp. NBC 01563']	chromosome
CP109355	['NBC 01563']	['Streptomyces sp. NBC 01563']	plasmid
CP109352	['NBC 01564']	['[Kitasatospora] papulosa']	chromosome
CP109353	['NBC 01564']	['[Kitasatospora] papulosa']	plasmid
CP109349	['NBC 01568']	['Streptomyces sp. NBC 01568']	chromosome
CP109350	['NBC 01568']	['Streptomyces sp. NBC 01568']	plasmid
CP109351	['NBC 01568']	['Streptomyces sp. NBC 01568']	plasmid
CP109347	['NBC 01576']	['Streptomyces anulatus']	chromosome
CP109348	['NBC 01576']	['Streptomyces anulatus']	plasmid
CP109346	['NBC 01578']	['Streptomyces sp. NBC 01578']	chromosome
CP109344	['NBC_01579']	['Streptomyces sp. NBC 01579']	chromosome
CP109345	['NBC_01579']	['Streptomyces sp. NBC 01579']	plasmid
CP109343	['NBC_01581']	['Streptomyces glauciniger']	chromosome
CP109341	['NBC_01582']	['Streptomyces anulatus']	chromosome
CP109342	['NBC_01582']	['Streptomyces anulatus']	plasmid
CP109339	['NBC_01584']	['Streptomyces decoyicus']	chromosome
CP109340	['NBC_01584']	['Streptomyces decoyicus']	plasmid
CP109335	['NBC_01585']	['Streptomyces canus']	chromosome
CP109336	['NBC_01585']	['Streptomyces canus']	plasmid
CP109334	['NBC_01586']	['Streptomyces decoyicus']	chromosome
CP109333	['NBC_01589']	['Streptomyces sp. NBC 01589']	chromosome
CP109330	['NBC_01590']	['Streptomyces sp. NBC 01590']	chromosome
CP109331	['NBC_01590']	['Streptomyces sp. NBC 01590']	plasmid
CP109332	['NBC_01590']	['Streptomyces sp. NBC 01590']	plasmid
CP109327	['NBC_01591']	['Streptomyces sp. NBC 01591']	chromosome
CP109328	['NBC_01591']	['Streptomyces sp. NBC 01591']	plasmid
CP109329	['NBC_01591']	['Streptomyces sp. NBC 01591']	plasmid
CP109323	['NBC_01592']	['Streptomyces sp. NBC 01592']	chromosome
CP109324	['NBC_01592']	['Streptomyces sp. NBC 01592']	plasmid
CP109325	['NBC_01592']	['Streptomyces sp. NBC 01592']	plasmid
CP109326	['NBC_01592']	['Streptomyces sp. NBC 01592']	extrachromosomal
CP109322	['NBC_01594']	['Streptomyces sp. NBC 01594']	chromosome
CP109320	['NBC_01595']	['Streptomyces microflavus']	chromosome
CP109321	['NBC_01595']	['Streptomyces microflavus']	plasmid
CP109319	['NBC_01597']	['Streptomyces sp. NBC 01597']	chromosome
CP109317	['NBC_01598']	['Streptomyces anulatus']	chromosome
CP109318	['NBC_01598']	['Streptomyces anulatus']	plasmid
CP109314	['NBC_01601']	['Streptomyces sp. NBC 01601']	chromosome
CP109315	['NBC_01601']	['Streptomyces sp. NBC 01601']	plasmid
CP109316	['NBC_01601']	['Streptomyces sp. NBC 01601']	plasmid
CP109313	['NBC_01602']	['Streptomyces sp. NBC 01602']	chromosome
CP109312	['NBC_01604']	['Streptomyces sp. NBC 01604']	chromosome
CP109309	['NBC_01606']	['Streptomyces cyaneofuscatus']	chromosome
CP109310	['NBC_01606']	['Streptomyces cyaneofuscatus']	plasmid
CP109311	['NBC_01606']	['Streptomyces cyaneofuscatus']	plasmid
CP109308	['NBC_01607']	['Streptomyces cellulosae']	chromosome
CP109307	['NBC_01609']	['Micromonospora globbae']	chromosome
CP109306	['NBC_01611']	['Micromonospora zamorensis']	chromosome
CP109304	['NBC_01612']	['Streptomyces sp. NBC 01612']	chromosome
CP109305	['NBC_01612']	['Streptomyces sp. NBC 01612']	extrachromosomal
CP109303	['NBC_01613']	['Streptomyces sp. NBC 01613']	chromosome
CP109302	['NBC_01614']	['Streptomyces sp. NBC 01614']	chromosome
CP109301	['NBC_01615']	['Streptomyces sp. NBC 01615']	chromosome
CP109299	['NBC_01616']	['Streptomyces albidoflavus']	chromosome
CP109300	['NBC_01616']	['Streptomyces albidoflavus']	extrachromosomal
CP109298	['NBC_01617']	['Streptomyces sp. NBC 01617']	chromosome
CP109297	['NBC_01618']	['Streptomyces sp. NBC 01618']	chromosome
CP109296	['NBC_01620']	['Streptomyces sp. NBC 01620']	chromosome
CP109294	['NBC_01621']	['Streptomyces albidoflavus']	chromosome
CP109295	['NBC_01621']	['Streptomyces albidoflavus']	plasmid
CP109293	['NBC_01622']	['Streptomyces sp. NBC 01622']	chromosome
CP109290	['NBC 01624']	['Streptomyces uncialis']	chromosome
CP109291	['NBC 01624']	['Streptomyces uncialis']	plasmid
CP109292	['NBC 01624']	['Streptomyces uncialis']	plasmid
CP109287	['NBC 01625']	['Streptomyces anulatus']	chromosome
CP109288	['NBC 01625']	['Streptomyces anulatus']	plasmid
CP109289	['NBC 01625']	['Streptomyces anulatus']	plasmid
CP109283	['NBC 01626']	['Streptomyces anulatus']	chromosome
CP109284	['NBC 01626']	['Streptomyces anulatus']	plasmid
CP109285	['NBC 01626']	['Streptomyces anulatus']	plasmid
CP109286	['NBC 01626']	['Streptomyces anulatus']	extrachromosomal
CP109281	['NBC 01627']	['Streptomyces albidoflavus']	chromosome
CP109282	['NBC 01627']	['Streptomyces albidoflavus']	plasmid
CP109280	['NBC 01629']	['Streptomyces thermoviolaceus']	chromosome
CP109279	['NBC 01630']	['Streptomyces griseus']	chromosome
CP109277	['NBC 01635']	['Streptomyces sp. NBC 01635']	chromosome
CP109278	['NBC 01635']	['Streptomyces sp. NBC 01635']	plasmid
CP109275	['NBC 01636']	['Streptomyces anthocyanicus']	chromosome
CP109276	['NBC 01636']	['Streptomyces anthocyanicus']	plasmid
CP109274	['NBC 01637']	['Streptomyces sp. NBC 01637']	chromosome
CP109273	['NBC 01638']	['Micromonospora sp. NBC 01638']	chromosome
CP109272	['NBC 01639']	['Streptosporangium sp. NBC 01639']	chromosome
CP109270	['NBC 01640']	['Streptomyces albidoflavus']	chromosome
CP109271	['NBC 01640']	['Streptomyces albidoflavus']	plasmid
CP109268	['NBC 01641']	['Streptomyces anulatus']	chromosome
CP109269	['NBC 01641']	['Streptomyces anulatus']	plasmid
CP109266	['NBC 01643']	['Streptomyces sp. NBC 01643']	chromosome
CP109267	['NBC 01643']	['Streptomyces sp. NBC 01643']	plasmid
CP109264	['NBC 01646']	['Streptomyces hirsutus']	chromosome
CP109265	['NBC 01646']	['Streptomyces hirsutus']	plasmid
CP109262	['NBC 01648']	['Streptomyces anulatus']	chromosome
CP109263	['NBC 01648']	['Streptomyces anulatus']	plasmid
CP109258	['NBC 01650']	['Streptomyces sp. NBC 01650']	chromosome
CP109259	['NBC 01650']	['Streptomyces sp. NBC 01650']	plasmid
CP109260	['NBC 01650']	['Streptomyces sp. NBC 01650']	plasmid
CP109261	['NBC 01650']	['Streptomyces sp. NBC 01650']	plasmid
CP109256	['NBC 01651']	['Streptomyces anulatus']	chromosome
CP109257	['NBC 01651']	['Streptomyces anulatus']	plasmid
CP109255	['NBC 01652']	['Streptomyces griseus']	chromosome
CP109254	['NBC 01653']	['Streptomyces sp. NBC 01653']	chromosome
